company_id,year,pe_ratio,pb_ratio,roe_pct,roce_pct,debt_to_equity
7,FY17,20.89,7.31,16.5,20.2,0.35
7,FY18,27.03,7.0,16.5,20.2,0.35
7,FY19,35.15,3.06,16.5,20.2,0.35
7,FY20,42.54,3.47,16.5,20.2,0.35
7,FY21,22.32,6.89,16.5,20.2,0.35
7,FY22,18.18,3.33,16.5,20.2,0.35
7,FY23,30.11,6.98,16.5,20.2,0.35
7,FY24,19.42,5.29,16.5,20.2,0.35
8,FY11,36.34,7.16,16.5,20.2,0.35
8,FY12,43.07,6.71,16.5,20.2,0.35
8,FY13,34.58,4.6,16.5,20.2,0.35
8,FY14,18.36,6.26,16.5,20.2,0.35
8,FY15,44.78,6.42,16.5,20.2,0.35
8,FY16,15.5,4.98,16.5,20.2,0.35
8,FY17,33.44,6.14,16.5,20.2,0.35
8,FY18,36.59,5.35,16.5,20.2,0.35
8,FY19,21.7,7.65,16.5,20.2,0.35
8,FY20,35.9,3.42,16.5,20.2,0.35
8,FY21,24.67,7.53,16.5,20.2,0.35
8,FY22,41.62,4.43,16.5,20.2,0.35
8,FY23,16.15,2.29,16.5,20.2,0.35
8,FY24,23.52,5.77,16.5,20.2,0.35
9,FY11,32.53,5.8,16.5,20.2,0.35
9,FY12,36.52,2.11,16.5,20.2,0.35
9,FY13,18.15,4.16,16.5,20.2,0.35
9,FY14,19.65,2.45,16.5,20.2,0.35
9,FY15,34.23,6.89,16.5,20.2,0.35
9,FY16,37.58,6.9,16.5,20.2,0.35
9,FY17,34.98,6.41,16.5,20.2,0.35
9,FY18,23.15,7.96,16.5,20.2,0.35
9,FY19,20.49,3.29,16.5,20.2,0.35
9,FY20,23.67,7.85,16.5,20.2,0.35
9,FY21,44.65,6.77,16.5,20.2,0.35
9,FY22,33.87,5.12,16.5,20.2,0.35
9,FY23,44.12,6.17,16.5,20.2,0.35
9,FY24,43.34,3.9,16.5,20.2,0.35
10,FY11,25.01,7.13,16.5,20.2,0.35
10,FY12,19.5,7.68,16.5,20.2,0.35
10,FY13,30.22,7.56,16.5,20.2,0.35
10,FY14,25.1,6.3,16.5,20.2,0.35
10,FY15,29.49,5.76,16.5,20.2,0.35
10,FY16,30.13,7.8,16.5,20.2,0.35
10,FY17,35.76,3.51,16.5,20.2,0.35
10,FY18,42.29,3.76,16.5,20.2,0.35
10,FY19,26.15,2.61,16.5,20.2,0.35
10,FY20,42.0,3.72,16.5,20.2,0.35
10,FY21,22.77,7.52,16.5,20.2,0.35
10,FY22,39.17,2.85,16.5,20.2,0.35
10,FY23,38.08,7.48,16.5,20.2,0.35
10,FY24,17.36,6.95,16.5,20.2,0.35
11,FY11,31.42,6.02,16.5,20.2,0.35
11,FY12,29.79,6.19,16.5,20.2,0.35
11,FY13,16.02,6.58,16.5,20.2,0.35
11,FY14,16.0,4.73,16.5,20.2,0.35
11,FY15,19.53,6.94,16.5,20.2,0.35
11,FY16,24.41,4.72,16.5,20.2,0.35
11,FY17,27.86,6.64,16.5,20.2,0.35
11,FY18,29.43,6.73,16.5,20.2,0.35
11,FY19,17.21,3.15,16.5,20.2,0.35
11,FY20,31.55,7.68,16.5,20.2,0.35
11,FY21,17.24,2.26,16.5,20.2,0.35
11,FY22,19.7,5.85,16.5,20.2,0.35
11,FY23,26.97,6.95,16.5,20.2,0.35
11,FY24,17.16,3.18,16.5,20.2,0.35
12,FY11,24.0,5.76,16.5,20.2,0.35
12,FY12,35.56,2.75,16.5,20.2,0.35
12,FY13,43.31,4.05,16.5,20.2,0.35
12,FY14,36.4,5.15,16.5,20.2,0.35
12,FY15,21.68,7.08,16.5,20.2,0.35
12,FY16,39.55,4.38,16.5,20.2,0.35
12,FY17,32.66,3.55,16.5,20.2,0.35
12,FY18,35.7,3.85,16.5,20.2,0.35
12,FY19,40.32,3.3,16.5,20.2,0.35
12,FY20,15.44,3.61,16.5,20.2,0.35
12,FY21,20.73,5.05,16.5,20.2,0.35
12,FY22,21.11,6.58,16.5,20.2,0.35
12,FY23,22.24,6.24,16.5,20.2,0.35
12,FY24,32.35,7.92,16.5,20.2,0.35
13,FY11,45.0,7.22,16.5,20.2,0.35
13,FY12,37.8,4.32,16.5,20.2,0.35
13,FY13,37.6,7.74,16.5,20.2,0.35
13,FY14,15.7,5.23,16.5,20.2,0.35
13,FY15,21.54,5.35,16.5,20.2,0.35
13,FY16,28.99,5.45,16.5,20.2,0.35
13,FY17,31.53,7.76,16.5,20.2,0.35
13,FY18,31.57,7.08,16.5,20.2,0.35
13,FY19,24.59,4.63,16.5,20.2,0.35
13,FY20,29.11,3.67,16.5,20.2,0.35
13,FY21,26.39,5.59,16.5,20.2,0.35
13,FY22,32.41,5.82,16.5,20.2,0.35
13,FY23,25.55,3.89,16.5,20.2,0.35
13,FY24,33.35,2.8,16.5,20.2,0.35
14,FY11,22.59,2.25,16.5,20.2,0.35
14,FY12,17.18,3.46,16.5,20.2,0.35
14,FY13,15.59,3.47,16.5,20.2,0.35
14,FY14,34.65,2.37,16.5,20.2,0.35
14,FY15,28.1,7.48,16.5,20.2,0.35
14,FY16,38.74,3.83,16.5,20.2,0.35
14,FY17,42.74,3.98,16.5,20.2,0.35
14,FY18,17.18,7.96,16.5,20.2,0.35
14,FY19,41.1,4.8,16.5,20.2,0.35
14,FY20,34.99,6.03,16.5,20.2,0.35
14,FY21,20.83,3.2,16.5,20.2,0.35
14,FY22,29.09,7.47,16.5,20.2,0.35
14,FY23,15.3,6.7,16.5,20.2,0.35
14,FY24,16.73,4.87,16.5,20.2,0.35
15,FY11,34.14,6.12,16.5,20.2,0.35
15,FY12,16.75,4.51,16.5,20.2,0.35
15,FY13,32.52,2.4,16.5,20.2,0.35
15,FY14,19.05,5.98,16.5,20.2,0.35
15,FY15,30.65,2.97,16.5,20.2,0.35
15,FY16,31.06,7.48,16.5,20.2,0.35
15,FY17,15.47,5.86,16.5,20.2,0.35
15,FY18,17.21,2.04,16.5,20.2,0.35
15,FY19,19.52,4.54,16.5,20.2,0.35
15,FY20,39.07,3.69,16.5,20.2,0.35
15,FY21,33.77,4.47,16.5,20.2,0.35
15,FY22,22.03,5.09,16.5,20.2,0.35
15,FY23,38.92,6.99,16.5,20.2,0.35
15,FY24,40.4,4.03,16.5,20.2,0.35
16,FY11,38.8,3.27,16.5,20.2,0.35
16,FY12,37.15,7.69,16.5,20.2,0.35
16,FY13,15.41,4.64,16.5,20.2,0.35
16,FY14,34.43,6.21,16.5,20.2,0.35
16,FY15,20.28,7.83,16.5,20.2,0.35
16,FY16,33.46,2.99,16.5,20.2,0.35
16,FY17,15.62,6.7,16.5,20.2,0.35
16,FY18,17.39,2.85,16.5,20.2,0.35
16,FY19,32.24,5.62,16.5,20.2,0.35
16,FY20,35.61,4.36,16.5,20.2,0.35
16,FY21,38.22,7.85,16.5,20.2,0.35
16,FY22,23.13,6.22,16.5,20.2,0.35
16,FY23,42.85,6.12,16.5,20.2,0.35
16,FY24,35.43,3.34,16.5,20.2,0.35
17,FY11,31.05,5.38,16.5,20.2,0.35
17,FY12,36.0,7.98,16.5,20.2,0.35
17,FY13,16.01,2.39,16.5,20.2,0.35
17,FY14,17.34,6.46,16.5,20.2,0.35
17,FY15,19.09,5.73,16.5,20.2,0.35
17,FY16,24.74,4.74,16.5,20.2,0.35
17,FY17,21.47,7.2,16.5,20.2,0.35
17,FY18,32.58,7.67,16.5,20.2,0.35
17,FY19,32.24,2.74,16.5,20.2,0.35
17,FY20,20.13,7.93,16.5,20.2,0.35
17,FY21,36.77,2.3,16.5,20.2,0.35
17,FY22,36.11,4.47,16.5,20.2,0.35
17,FY23,24.22,2.92,16.5,20.2,0.35
17,FY24,40.2,2.38,16.5,20.2,0.35
18,FY11,23.7,3.84,16.5,20.2,0.35
18,FY12,19.83,5.05,16.5,20.2,0.35
18,FY13,15.35,3.81,16.5,20.2,0.35
18,FY14,43.01,3.86,16.5,20.2,0.35
18,FY15,25.81,4.84,16.5,20.2,0.35
18,FY16,31.85,6.85,16.5,20.2,0.35
18,FY17,20.71,7.23,16.5,20.2,0.35
18,FY18,37.73,6.34,16.5,20.2,0.35
18,FY19,17.6,2.13,16.5,20.2,0.35
18,FY20,32.82,7.18,16.5,20.2,0.35
18,FY21,32.53,3.28,16.5,20.2,0.35
18,FY22,17.72,6.2,16.5,20.2,0.35
18,FY23,36.65,3.04,16.5,20.2,0.35
18,FY24,15.85,4.45,16.5,20.2,0.35
19,FY11,32.48,6.24,16.5,20.2,0.35
19,FY12,39.3,5.66,16.5,20.2,0.35
19,FY13,18.33,6.1,16.5,20.2,0.35
19,FY14,44.53,7.43,16.5,20.2,0.35
19,FY15,41.15,3.81,16.5,20.2,0.35
19,FY16,37.52,7.11,16.5,20.2,0.35
19,FY17,35.35,3.5,16.5,20.2,0.35
19,FY18,43.62,4.7,16.5,20.2,0.35
19,FY19,18.89,2.66,16.5,20.2,0.35
19,FY20,34.43,4.63,16.5,20.2,0.35
19,FY21,17.83,6.44,16.5,20.2,0.35
19,FY22,38.98,6.35,16.5,20.2,0.35
19,FY23,21.07,6.14,16.5,20.2,0.35
19,FY24,15.32,3.83,16.5,20.2,0.35
20,FY11,26.96,7.01,16.5,20.2,0.35
20,FY12,26.71,2.07,16.5,20.2,0.35
20,FY13,25.57,4.99,16.5,20.2,0.35
20,FY14,43.47,7.65,16.5,20.2,0.35
20,FY15,20.43,3.11,16.5,20.2,0.35
20,FY16,19.9,6.73,16.5,20.2,0.35
20,FY17,15.18,2.76,16.5,20.2,0.35
20,FY18,31.14,3.49,16.5,20.2,0.35
20,FY19,17.77,4.16,16.5,20.2,0.35
20,FY20,23.23,5.07,16.5,20.2,0.35
20,FY21,44.38,2.75,16.5,20.2,0.35
20,FY22,26.18,7.59,16.5,20.2,0.35
20,FY23,41.31,4.37,16.5,20.2,0.35
20,FY24,35.97,2.53,16.5,20.2,0.35
21,FY11,36.38,7.84,16.5,20.2,0.35
21,FY12,31.12,4.99,16.5,20.2,0.35
21,FY13,20.62,5.8,16.5,20.2,0.35
21,FY14,32.71,5.91,16.5,20.2,0.35
21,FY15,15.78,5.29,16.5,20.2,0.35
21,FY16,32.85,3.25,16.5,20.2,0.35
21,FY17,21.25,3.66,16.5,20.2,0.35
21,FY18,36.35,5.64,16.5,20.2,0.35
21,FY19,40.37,3.77,16.5,20.2,0.35
21,FY20,42.36,6.46,16.5,20.2,0.35
21,FY21,26.85,2.57,16.5,20.2,0.35
21,FY22,22.71,7.74,16.5,20.2,0.35
21,FY23,24.31,3.98,16.5,20.2,0.35
21,FY24,20.69,6.84,16.5,20.2,0.35
22,FY11,23.27,3.98,16.5,20.2,0.35
22,FY12,27.43,4.6,16.5,20.2,0.35
22,FY13,27.34,5.02,16.5,20.2,0.35
22,FY14,39.44,6.92,16.5,20.2,0.35
22,FY15,38.95,2.61,16.5,20.2,0.35
22,FY16,38.99,2.72,16.5,20.2,0.35
22,FY17,18.74,7.69,16.5,20.2,0.35
22,FY18,39.58,5.31,16.5,20.2,0.35
22,FY19,41.25,7.94,16.5,20.2,0.35
22,FY20,33.32,5.68,16.5,20.2,0.35
22,FY21,37.63,3.39,16.5,20.2,0.35
22,FY22,20.01,6.56,16.5,20.2,0.35
22,FY23,25.35,2.81,16.5,20.2,0.35
22,FY24,24.45,4.15,16.5,20.2,0.35
23,FY11,43.96,6.19,16.5,20.2,0.35
23,FY12,30.93,7.81,16.5,20.2,0.35
23,FY13,42.09,5.07,16.5,20.2,0.35
23,FY14,42.17,4.43,16.5,20.2,0.35
23,FY15,21.91,3.4,16.5,20.2,0.35
23,FY16,34.87,5.01,16.5,20.2,0.35
23,FY17,34.77,6.12,16.5,20.2,0.35
23,FY18,15.67,2.32,16.5,20.2,0.35
23,FY19,30.98,3.15,16.5,20.2,0.35
23,FY20,33.98,5.31,16.5,20.2,0.35
23,FY21,32.57,3.81,16.5,20.2,0.35
23,FY22,34.2,6.98,16.5,20.2,0.35
23,FY23,44.94,7.03,16.5,20.2,0.35
23,FY24,31.72,3.16,16.5,20.2,0.35
24,FY11,35.44,7.63,16.5,20.2,0.35
24,FY12,21.36,3.54,16.5,20.2,0.35
24,FY13,19.47,6.42,16.5,20.2,0.35
24,FY14,27.2,2.38,16.5,20.2,0.35
24,FY15,41.25,5.35,16.5,20.2,0.35
24,FY16,24.93,4.06,16.5,20.2,0.35
24,FY17,23.71,4.73,16.5,20.2,0.35
24,FY18,25.11,5.29,16.5,20.2,0.35
24,FY19,38.21,6.05,16.5,20.2,0.35
24,FY20,23.83,5.17,16.5,20.2,0.35
24,FY21,40.2,2.41,16.5,20.2,0.35
24,FY22,17.35,5.34,16.5,20.2,0.35
24,FY23,34.17,3.27,16.5,20.2,0.35
24,FY24,37.36,5.88,16.5,20.2,0.35
25,FY11,42.7,3.01,16.5,20.2,0.35
25,FY12,37.54,2.5,16.5,20.2,0.35
25,FY13,31.96,5.31,16.5,20.2,0.35
25,FY14,26.65,7.07,16.5,20.2,0.35
25,FY15,15.13,5.12,16.5,20.2,0.35
25,FY16,21.51,6.46,16.5,20.2,0.35
25,FY17,16.29,6.99,16.5,20.2,0.35
25,FY18,40.14,7.0,16.5,20.2,0.35
25,FY19,19.58,5.78,16.5,20.2,0.35
25,FY20,15.43,7.09,16.5,20.2,0.35
25,FY21,36.69,5.19,16.5,20.2,0.35
25,FY22,36.92,2.57,16.5,20.2,0.35
25,FY23,30.86,3.75,16.5,20.2,0.35
25,FY24,44.18,7.14,16.5,20.2,0.35
26,FY11,37.0,7.6,16.5,20.2,0.35
26,FY12,25.41,7.41,16.5,20.2,0.35
26,FY13,24.76,6.4,16.5,20.2,0.35
26,FY14,37.09,2.11,16.5,20.2,0.35
26,FY15,25.83,2.12,16.5,20.2,0.35
26,FY16,44.91,2.73,16.5,20.2,0.35
26,FY17,31.28,6.74,16.5,20.2,0.35
26,FY18,21.04,4.91,16.5,20.2,0.35
26,FY19,33.22,2.96,16.5,20.2,0.35
26,FY20,38.36,3.8,16.5,20.2,0.35
26,FY21,21.33,5.35,16.5,20.2,0.35
26,FY22,27.31,7.52,16.5,20.2,0.35
26,FY23,41.4,4.9,16.5,20.2,0.35
26,FY24,25.78,3.95,16.5,20.2,0.35
27,FY11,23.03,5.27,16.5,20.2,0.35
27,FY12,39.15,3.86,16.5,20.2,0.35
27,FY13,20.7,4.85,16.5,20.2,0.35
27,FY14,17.07,6.21,16.5,20.2,0.35
27,FY15,30.55,4.98,16.5,20.2,0.35
27,FY16,24.01,7.43,16.5,20.2,0.35
27,FY17,17.71,7.22,16.5,20.2,0.35
27,FY18,26.3,7.28,16.5,20.2,0.35
27,FY19,36.86,2.63,16.5,20.2,0.35
27,FY20,39.95,6.09,16.5,20.2,0.35
27,FY21,15.97,2.8,16.5,20.2,0.35
27,FY22,34.07,5.98,16.5,20.2,0.35
27,FY23,37.4,6.32,16.5,20.2,0.35
27,FY24,34.79,6.6,16.5,20.2,0.35
28,FY11,32.25,3.56,16.5,20.2,0.35
28,FY12,42.37,2.11,16.5,20.2,0.35
28,FY13,26.0,6.37,16.5,20.2,0.35
28,FY14,27.81,2.15,16.5,20.2,0.35
28,FY15,16.98,5.89,16.5,20.2,0.35
28,FY16,43.95,5.31,16.5,20.2,0.35
28,FY17,30.2,3.91,16.5,20.2,0.35
28,FY18,22.7,2.13,16.5,20.2,0.35
28,FY19,23.19,4.69,16.5,20.2,0.35
28,FY20,20.94,2.52,16.5,20.2,0.35
28,FY21,36.53,7.37,16.5,20.2,0.35
28,FY22,43.1,5.71,16.5,20.2,0.35
28,FY23,16.58,6.45,16.5,20.2,0.35
28,FY24,18.3,6.02,16.5,20.2,0.35
29,FY11,38.38,6.36,16.5,20.2,0.35
29,FY12,43.56,6.43,16.5,20.2,0.35
29,FY13,35.8,3.57,16.5,20.2,0.35
29,FY14,42.74,3.08,16.5,20.2,0.35
29,FY15,42.15,3.88,16.5,20.2,0.35
29,FY16,18.9,6.96,16.5,20.2,0.35
29,FY17,15.07,6.99,16.5,20.2,0.35
29,FY18,22.87,7.31,16.5,20.2,0.35
29,FY19,35.74,6.0,16.5,20.2,0.35
29,FY20,25.96,2.36,16.5,20.2,0.35
29,FY21,39.9,3.03,16.5,20.2,0.35
29,FY22,26.17,5.6,16.5,20.2,0.35
29,FY23,29.47,3.19,16.5,20.2,0.35
29,FY24,19.22,2.74,16.5,20.2,0.35
30,FY11,40.89,2.19,16.5,20.2,0.35
30,FY12,44.31,3.19,16.5,20.2,0.35
30,FY13,18.31,5.46,16.5,20.2,0.35
30,FY14,17.4,5.61,16.5,20.2,0.35
30,FY15,40.52,2.29,16.5,20.2,0.35
30,FY16,39.0,4.37,16.5,20.2,0.35
30,FY17,19.78,3.06,16.5,20.2,0.35
30,FY18,42.56,2.66,16.5,20.2,0.35
30,FY19,41.0,5.27,16.5,20.2,0.35
30,FY20,16.17,4.79,16.5,20.2,0.35
30,FY21,39.52,6.36,16.5,20.2,0.35
30,FY22,29.66,7.16,16.5,20.2,0.35
30,FY23,18.61,7.46,16.5,20.2,0.35
30,FY24,40.39,6.25,16.5,20.2,0.35
31,FY11,39.54,5.26,16.5,20.2,0.35
31,FY12,35.25,5.36,16.5,20.2,0.35
31,FY13,25.66,5.41,16.5,20.2,0.35
31,FY14,22.72,4.64,16.5,20.2,0.35
31,FY15,23.42,2.74,16.5,20.2,0.35
31,FY16,24.66,7.11,16.5,20.2,0.35
31,FY17,26.43,6.49,16.5,20.2,0.35
31,FY18,20.26,4.55,16.5,20.2,0.35
31,FY19,18.45,2.83,16.5,20.2,0.35
31,FY20,33.52,5.64,16.5,20.2,0.35
31,FY21,21.4,4.85,16.5,20.2,0.35
31,FY22,40.9,3.05,16.5,20.2,0.35
31,FY23,15.58,5.91,16.5,20.2,0.35
31,FY24,16.6,7.88,16.5,20.2,0.35
32,FY11,33.29,4.82,16.5,20.2,0.35
32,FY12,27.9,5.44,16.5,20.2,0.35
32,FY13,17.72,7.58,16.5,20.2,0.35
32,FY14,33.77,3.1,16.5,20.2,0.35
32,FY15,31.88,2.8,16.5,20.2,0.35
32,FY16,15.53,5.78,16.5,20.2,0.35
32,FY17,34.45,5.5,16.5,20.2,0.35
32,FY18,20.5,5.62,16.5,20.2,0.35
32,FY19,16.7,5.66,16.5,20.2,0.35
32,FY20,31.62,5.93,16.5,20.2,0.35
32,FY21,41.86,7.1,16.5,20.2,0.35
32,FY22,44.42,7.86,16.5,20.2,0.35
32,FY23,38.17,7.74,16.5,20.2,0.35
32,FY24,41.02,6.37,16.5,20.2,0.35
33,FY11,17.26,2.29,16.5,20.2,0.35
33,FY12,40.13,4.94,16.5,20.2,0.35
33,FY13,39.44,3.88,16.5,20.2,0.35
33,FY14,26.93,6.2,16.5,20.2,0.35
33,FY15,42.46,2.53,16.5,20.2,0.35
33,FY16,40.84,6.76,16.5,20.2,0.35
33,FY17,24.47,4.13,16.5,20.2,0.35
33,FY18,16.39,2.09,16.5,20.2,0.35
33,FY19,29.31,2.57,16.5,20.2,0.35
33,FY20,20.82,7.08,16.5,20.2,0.35
33,FY21,32.13,5.8,16.5,20.2,0.35
33,FY22,20.62,6.97,16.5,20.2,0.35
33,FY23,41.04,5.14,16.5,20.2,0.35
33,FY24,42.38,7.07,16.5,20.2,0.35
34,FY11,36.94,6.4,16.5,20.2,0.35
34,FY12,18.16,3.63,16.5,20.2,0.35
34,FY13,17.01,2.05,16.5,20.2,0.35
34,FY14,19.75,7.28,16.5,20.2,0.35
34,FY15,22.2,7.82,16.5,20.2,0.35
34,FY16,32.92,3.42,16.5,20.2,0.35
34,FY17,29.91,3.31,16.5,20.2,0.35
34,FY18,44.52,7.08,16.5,20.2,0.35
34,FY19,15.79,7.69,16.5,20.2,0.35
34,FY20,36.63,2.49,16.5,20.2,0.35
34,FY21,35.12,5.88,16.5,20.2,0.35
34,FY22,21.56,6.55,16.5,20.2,0.35
34,FY23,17.61,4.94,16.5,20.2,0.35
34,FY24,15.3,7.81,16.5,20.2,0.35
35,FY11,37.55,2.95,16.5,20.2,0.35
35,FY12,25.25,2.96,16.5,20.2,0.35
35,FY13,38.0,2.35,16.5,20.2,0.35
35,FY14,40.21,7.65,16.5,20.2,0.35
35,FY15,35.3,3.28,16.5,20.2,0.35
35,FY16,25.8,4.86,16.5,20.2,0.35
35,FY17,33.14,6.01,16.5,20.2,0.35
35,FY18,31.63,4.11,16.5,20.2,0.35
35,FY19,41.73,2.49,16.5,20.2,0.35
35,FY20,28.99,6.65,16.5,20.2,0.35
35,FY21,16.83,6.23,16.5,20.2,0.35
35,FY22,39.59,5.96,16.5,20.2,0.35
35,FY23,15.39,3.08,16.5,20.2,0.35
35,FY24,25.26,3.4,16.5,20.2,0.35
36,FY11,43.88,5.91,16.5,20.2,0.35
36,FY12,23.91,7.58,16.5,20.2,0.35
36,FY13,37.22,3.71,16.5,20.2,0.35
36,FY14,26.37,3.2,16.5,20.2,0.35
36,FY15,44.13,5.1,16.5,20.2,0.35
36,FY16,41.88,4.08,16.5,20.2,0.35
36,FY17,40.83,2.32,16.5,20.2,0.35
36,FY18,44.46,7.47,16.5,20.2,0.35
36,FY19,25.9,6.65,16.5,20.2,0.35
36,FY20,37.57,7.41,16.5,20.2,0.35
36,FY21,24.22,4.79,16.5,20.2,0.35
36,FY22,40.95,6.67,16.5,20.2,0.35
36,FY23,26.8,7.07,16.5,20.2,0.35
36,FY24,16.41,6.69,16.5,20.2,0.35
37,FY11,21.2,3.72,16.5,20.2,0.35
37,FY12,29.8,4.7,16.5,20.2,0.35
37,FY13,30.62,5.27,16.5,20.2,0.35
37,FY14,24.95,3.05,16.5,20.2,0.35
37,FY15,38.05,4.4,16.5,20.2,0.35
37,FY16,30.18,5.87,16.5,20.2,0.35
37,FY17,42.29,6.25,16.5,20.2,0.35
37,FY18,16.36,7.03,16.5,20.2,0.35
37,FY19,44.68,4.83,16.5,20.2,0.35
37,FY20,44.09,5.28,16.5,20.2,0.35
37,FY21,28.79,3.99,16.5,20.2,0.35
37,FY22,34.73,3.38,16.5,20.2,0.35
37,FY23,18.15,2.16,16.5,20.2,0.35
37,FY24,23.77,4.37,16.5,20.2,0.35
38,FY11,31.56,3.76,16.5,20.2,0.35
38,FY12,44.52,3.75,16.5,20.2,0.35
38,FY13,28.23,2.62,16.5,20.2,0.35
38,FY14,22.82,2.29,16.5,20.2,0.35
38,FY15,31.79,6.51,16.5,20.2,0.35
38,FY16,20.87,4.21,16.5,20.2,0.35
38,FY17,15.5,7.04,16.5,20.2,0.35
38,FY18,38.4,2.38,16.5,20.2,0.35
38,FY19,25.95,7.73,16.5,20.2,0.35
38,FY20,26.76,5.16,16.5,20.2,0.35
38,FY21,25.66,5.58,16.5,20.2,0.35
38,FY22,44.34,7.99,16.5,20.2,0.35
38,FY23,38.24,4.43,16.5,20.2,0.35
38,FY24,29.83,4.14,16.5,20.2,0.35
39,FY11,44.57,6.25,16.5,20.2,0.35
39,FY12,28.47,2.07,16.5,20.2,0.35
39,FY13,30.61,7.9,16.5,20.2,0.35
