company_id,date,open_price,high_price,low_price,close_price,volume
1,2024-03-01,1325.04,1339.98,1311.79,1326.71,613882
1,2024-03-04,1324.5,1349.27,1311.25,1335.91,641226
1,2024-03-05,1351.36,1364.87,1331.0,1344.44,203587
1,2024-03-06,1344.21,1358.28,1330.77,1344.83,732414
1,2024-03-07,1363.88,1377.52,1345.76,1359.35,204564
1,2024-03-08,1334.72,1348.07,1319.65,1332.98,783045
1,2024-03-11,1313.69,1339.99,1300.55,1326.72,389177
1,2024-03-12,1338.02,1351.4,1313.44,1326.71,267242
1,2024-03-13,1297.19,1314.85,1284.22,1301.83,855639
1,2024-03-14,1319.64,1332.84,1300.49,1313.63,140629
1,2024-03-15,1304.52,1318.07,1291.47,1305.02,679312
1,2024-03-18,1293.78,1316.77,1280.84,1303.73,324440
1,2024-03-19,1331.28,1344.59,1305.1,1318.28,92665
1,2024-03-20,1321.56,1334.78,1301.55,1314.7,403137
1,2024-03-21,1353.94,1367.48,1329.27,1342.7,953382
1,2024-03-22,1332.66,1345.99,1317.3,1330.61,389265
2,2024-01-01,1996.59,2022.27,1976.62,2002.25,673799
2,2024-01-02,1944.66,1974.36,1925.21,1954.81,232013
2,2024-01-03,1892.45,1929.16,1873.53,1910.06,84217
2,2024-01-04,1898.58,1930.1,1879.59,1910.99,873431
2,2024-01-05,1869.83,1888.53,1848.17,1866.84,540863
2,2024-01-08,1932.33,1951.65,1903.16,1922.38,318371
2,2024-01-09,1962.22,1981.84,1925.4,1944.85,897930
2,2024-01-10,1933.25,1955.73,1913.92,1936.37,791347
2,2024-01-11,1914.51,1945.15,1895.36,1925.89,611573
2,2024-01-12,1814.15,1843.87,1796.01,1825.61,364986
2,2024-01-15,1800.01,1833.74,1782.01,1815.58,115557
2,2024-01-16,1843.78,1862.22,1809.39,1827.67,531574
2,2024-01-17,1874.88,1893.63,1843.75,1862.37,365581
2,2024-01-18,1859.24,1877.83,1833.55,1852.07,782566
2,2024-01-19,1839.34,1857.73,1807.36,1825.62,562139
2,2024-01-22,1829.2,1855.56,1810.91,1837.19,453966
2,2024-01-23,1839.68,1874.77,1821.28,1856.21,974424
2,2024-01-24,1775.2,1802.83,1757.45,1784.98,338988
2,2024-01-25,1739.88,1774.97,1722.48,1757.4,742877
2,2024-01-26,1753.87,1771.41,1720.27,1737.65,263078
2,2024-01-29,1781.71,1799.53,1751.69,1769.38,451497
2,2024-01-30,1784.1,1809.07,1766.26,1791.16,359030
2,2024-01-31,1802.81,1832.5,1784.78,1814.36,402393
2,2024-02-01,1844.85,1863.3,1811.84,1830.14,816358
2,2024-02-02,1876.23,1894.99,1851.51,1870.21,124533
2,2024-02-05,1823.58,1841.82,1803.74,1821.96,723854
2,2024-02-06,1838.16,1856.54,1816.74,1835.09,954610
2,2024-02-07,1802.77,1837.61,1784.74,1819.42,302059
2,2024-02-08,1783.69,1801.53,1758.31,1776.07,771055
2,2024-02-09,1782.9,1815.16,1765.07,1797.19,538161
2,2024-02-12,1749.96,1767.46,1717.59,1734.94,836131
2,2024-02-13,1745.89,1763.35,1721.64,1739.03,728610
2,2024-02-14,1767.17,1784.84,1742.72,1760.32,742532
2,2024-02-15,1771.08,1788.79,1740.78,1758.36,310368
2,2024-02-16,1738.82,1761.66,1721.43,1744.22,368829
2,2024-02-19,1775.18,1792.93,1740.77,1758.35,863710
2,2024-02-20,1788.48,1806.36,1768.4,1786.26,949736
2,2024-02-21,1811.24,1829.49,1793.13,1811.38,411491
2,2024-02-22,1832.27,1850.59,1805.48,1823.72,415137
2,2024-02-23,1791.91,1827.18,1773.99,1809.09,847047
2,2024-02-26,1797.87,1825.52,1779.89,1807.45,719627
2,2024-02-27,1831.32,1849.63,1801.58,1819.78,569108
2,2024-02-28,1883.0,1901.83,1850.75,1869.44,220292
2,2024-02-29,1881.78,1900.6,1851.85,1870.56,575071
2,2024-03-01,1856.06,1874.62,1824.17,1842.6,199409
2,2024-03-04,1827.88,1853.21,1809.6,1834.86,325543
2,2024-03-05,1856.17,1874.73,1826.77,1845.22,287944
2,2024-03-06,1872.3,1891.02,1848.96,1867.64,593158
2,2024-03-07,1861.65,1888.29,1843.03,1869.59,341437
2,2024-03-08,1846.2,1870.17,1827.74,1851.65,640227
2,2024-03-11,1881.87,1904.32,1863.05,1885.47,114935
2,2024-03-12,1871.47,1890.18,1842.3,1860.91,321470
2,2024-03-13,1905.12,1930.65,1886.07,1911.53,103756
2,2024-03-14,1887.91,1911.61,1869.03,1892.68,947226
2,2024-03-15,1937.17,1956.54,1912.74,1932.06,239042
2,2024-03-18,1962.08,1984.94,1942.46,1965.29,763392
2,2024-03-19,1947.87,1976.19,1928.39,1956.62,460417
2,2024-03-20,1959.77,1979.37,1921.71,1941.12,114127
2,2024-03-21,1920.35,1939.55,1883.42,1902.44,157638
2,2024-03-22,1900.98,1923.7,1881.97,1904.65,750990
3,2024-01-01,1737.76,1758.74,1720.38,1741.33,301062
3,2024-01-02,1706.93,1734.22,1689.86,1717.05,508887
3,2024-01-03,1698.62,1715.61,1676.38,1693.31,970110
3,2024-01-04,1671.27,1687.98,1651.13,1667.81,123130
3,2024-01-05,1657.41,1673.98,1637.59,1654.13,642466
3,2024-01-08,1652.28,1668.8,1630.92,1647.39,304031
3,2024-01-09,1674.33,1691.07,1650.77,1667.44,629507
3,2024-01-10,1632.59,1655.11,1616.26,1638.72,307541
3,2024-01-11,1678.59,1695.38,1647.09,1663.73,150610
3,2024-01-12,1658.98,1687.22,1642.39,1670.51,947499
3,2024-01-15,1674.31,1701.17,1657.57,1684.33,608206
3,2024-01-16,1699.74,1716.74,1676.0,1692.93,696106
3,2024-01-17,1689.9,1706.8,1670.23,1687.1,290446
3,2024-01-18,1684.32,1702.86,1667.48,1686.0,959701
3,2024-01-19,1703.75,1731.57,1686.71,1714.43,688837
3,2024-01-22,1722.11,1739.33,1688.78,1705.84,146798
3,2024-01-23,1691.35,1722.29,1674.44,1705.24,760965
3,2024-01-24,1714.88,1732.03,1683.77,1700.78,462319
3,2024-01-25,1697.19,1714.16,1672.74,1689.64,58601
3,2024-01-26,1651.87,1668.39,1632.43,1648.92,632627
3,2024-01-29,1623.88,1640.12,1600.79,1616.96,136821
3,2024-01-30,1623.86,1650.03,1607.62,1633.69,883596
3,2024-01-31,1607.08,1630.62,1591.01,1614.48,285181
3,2024-02-01,1583.78,1613.74,1567.94,1597.76,485993
3,2024-02-02,1619.69,1635.89,1597.97,1614.11,127091
3,2024-02-05,1665.02,1681.67,1633.62,1650.12,846567
3,2024-02-06,1676.88,1693.65,1645.87,1662.49,567041
3,2024-02-07,1664.22,1691.0,1647.58,1674.26,635944
3,2024-02-08,1696.82,1713.79,1679.13,1696.09,115035
3,2024-02-09,1714.23,1735.85,1697.09,1718.66,924728
3,2024-02-12,1738.25,1763.78,1720.87,1746.32,400026
3,2024-02-13,1822.54,1840.77,1790.16,1808.24,683139
3,2024-02-14,1806.67,1824.74,1783.96,1801.98,285964
3,2024-02-15,1848.83,1867.32,1822.85,1841.26,456221
3,2024-02-16,1912.84,1931.97,1877.33,1896.29,110806
3,2024-02-19,1886.65,1905.52,1855.74,1874.48,327763
3,2024-02-20,1856.17,1882.23,1837.61,1863.59,527499
3,2024-02-21,1845.79,1880.94,1827.33,1862.32,516540
3,2024-02-22,1854.28,1872.82,1830.05,1848.54,297224
3,2024-02-23,1875.71,1907.46,1856.95,1888.57,202439
3,2024-02-26,1922.97,1942.2,1891.85,1910.96,700877
3,2024-02-27,1905.75,1939.92,1886.69,1920.71,324728
3,2024-02-28,1890.02,1908.92,1870.56,1889.45,558776
3,2024-02-29,1860.72,1884.72,1842.11,1866.06,386099
3,2024-03-01,1872.32,1898.35,1853.6,1879.55,918099
3,2024-03-04,1912.14,1931.26,1876.03,1894.98,360405
3,2024-03-05,1914.16,1933.3,1878.45,1897.42,882503
3,2024-03-06,1819.68,1852.6,1801.48,1834.26,423094
3,2024-03-07,1827.82,1857.47,1809.54,1839.08,865875
3,2024-03-08,1928.23,1947.51,1902.22,1921.43,846012
3,2024-03-11,1931.19,1952.88,1911.88,1933.54,630019
3,2024-03-12,1937.89,1970.65,1918.51,1951.14,689963
3,2024-03-13,1956.76,1987.07,1937.19,1967.4,161673
3,2024-03-14,1927.3,1959.69,1908.03,1940.29,51892
3,2024-03-15,1969.28,1988.97,1949.0,1968.69,203294
3,2024-03-18,1979.19,2015.77,1959.4,1995.81,68172
3,2024-03-19,1958.98,1994.32,1939.39,1974.57,261243
3,2024-03-20,1938.03,1957.41,1917.92,1937.29,627365
3,2024-03-21,1886.62,1916.23,1867.75,1897.26,961869
3,2024-03-22,1885.57,1904.43,1862.38,1881.19,579034
4,2024-01-01,1124.36,1135.6,1108.76,1119.96,717038
4,2024-01-02,1073.71,1091.62,1062.97,1080.81,525107
4,2024-01-03,1100.15,1111.15,1086.3,1097.27,555878
4,2024-01-04,1084.89,1104.23,1074.04,1093.3,625355
4,2024-01-05,1080.02,1098.67,1069.22,1087.79,707469
4,2024-01-08,1068.59,1085.66,1057.9,1074.91,422266
4,2024-01-09,1072.95,1083.68,1062.05,1072.78,448308
4,2024-01-10,1065.25,1086.38,1054.6,1075.62,803120
4,2024-01-11,1076.18,1086.94,1064.13,1074.88,647005
4,2024-01-12,1066.56,1077.23,1051.92,1062.55,290608
4,2024-01-15,1089.35,1100.24,1071.57,1082.39,851159
4,2024-01-16,1084.21,1095.38,1073.37,1084.53,366946
4,2024-01-17,1073.8,1091.45,1063.06,1080.64,862225
4,2024-01-18,1112.27,1123.39,1092.78,1103.82,492994
4,2024-01-19,1107.44,1118.51,1089.75,1100.76,906685
4,2024-01-22,1082.77,1100.12,1071.94,1089.23,113624
4,2024-01-23,1085.64,1096.5,1073.88,1084.73,969662
4,2024-01-24,1090.5,1111.04,1079.6,1100.04,665902
4,2024-01-25,1103.5,1114.54,1085.87,1096.84,461798
4,2024-01-26,1096.73,1107.7,1075.07,1085.93,581106
4,2024-01-29,1065.18,1079.05,1054.53,1068.37,403906
4,2024-01-30,1048.21,1067.9,1037.73,1057.33,401095
4,2024-01-31,1088.67,1099.56,1074.42,1085.27,723327
4,2024-02-01,1070.04,1091.48,1059.34,1080.67,256784
4,2024-02-02,1066.62,1088.05,1055.95,1077.28,814269
4,2024-02-05,1117.44,1128.61,1100.27,1111.38,570998
4,2024-02-06,1140.37,1151.77,1123.31,1134.66,812851
4,2024-02-07,1142.13,1153.55,1130.3,1141.72,183308
4,2024-02-08,1165.74,1177.4,1148.52,1160.12,211386
4,2024-02-09,1179.44,1198.55,1167.65,1186.68,895889
4,2024-02-12,1199.19,1211.18,1181.09,1193.02,617297
4,2024-02-13,1200.61,1212.62,1184.95,1196.92,894671
4,2024-02-14,1221.95,1242.7,1209.73,1230.4,500225
4,2024-02-15,1256.29,1268.85,1238.37,1250.88,307395
4,2024-02-16,1232.64,1251.44,1220.31,1239.05,254167
4,2024-02-19,1218.48,1232.51,1206.3,1220.31,912446
4,2024-02-20,1185.08,1207.14,1173.23,1195.19,711348
4,2024-02-21,1192.95,1207.71,1181.02,1195.75,830739
4,2024-02-22,1210.09,1227.79,1197.99,1215.63,707740
4,2024-02-23,1220.72,1238.78,1208.51,1226.51,942115
4,2024-02-26,1194.82,1212.35,1182.87,1200.35,231380
4,2024-02-27,1225.0,1237.25,1208.05,1220.25,257779
4,2024-02-28,1196.18,1208.14,1180.4,1192.32,824192
4,2024-02-29,1210.06,1222.16,1191.34,1203.37,772808
4,2024-03-01,1184.62,1198.09,1172.77,1186.23,79591
4,2024-03-04,1205.93,1223.88,1193.87,1211.76,81992
4,2024-03-05,1207.09,1219.16,1193.65,1205.71,87030
4,2024-03-06,1218.65,1230.84,1202.45,1214.6,356875
4,2024-03-07,1238.99,1251.38,1214.55,1226.82,834144
4,2024-03-08,1229.86,1242.16,1209.23,1221.44,286558
4,2024-03-11,1198.69,1220.56,1186.7,1208.48,998947
4,2024-03-12,1206.55,1222.86,1194.48,1210.75,760774
4,2024-03-13,1229.56,1241.86,1205.27,1217.44,279421
4,2024-03-14,1211.97,1235.44,1199.85,1223.21,440631
4,2024-03-15,1247.15,1259.62,1233.05,1245.5,347139
4,2024-03-18,1238.15,1250.53,1222.0,1234.34,270417
4,2024-03-19,1247.45,1271.65,1234.98,1259.06,845263
4,2024-03-20,1273.99,1286.73,1258.24,1270.95,585225
4,2024-03-21,1291.62,1304.54,1276.49,1289.38,601902
4,2024-03-22,1308.49,1321.57,1282.81,1295.77,768893
5,2024-01-01,1141.03,1158.72,1129.62,1147.25,617009
5,2024-01-02,1183.67,1195.51,1161.88,1173.62,932682
5,2024-01-03,1173.28,1191.89,1161.55,1180.09,995849
5,2024-01-04,1153.92,1165.46,1131.49,1142.92,667033
5,2024-01-05,1155.79,1167.35,1142.1,1153.64,100680
5,2024-01-08,1167.9,1180.65,1156.22,1168.96,691046
5,2024-01-09,1160.55,1172.16,1138.89,1150.39,208989
5,2024-01-10,1175.97,1187.73,1164.2,1175.96,706339
5,2024-01-11,1188.43,1205.74,1176.55,1193.8,198396
5,2024-01-12,1221.13,1233.34,1205.64,1217.82,619337
5,2024-01-15,1227.0,1240.38,1214.73,1228.1,684372
5,2024-01-16,1220.07,1232.27,1199.77,1211.89,211242
5,2024-01-17,1248.53,1261.02,1227.74,1240.14,812670
5,2024-01-18,1267.61,1280.29,1243.47,1256.03,559138
5,2024-01-19,1200.0,1220.45,1188.0,1208.37,593976
5,2024-01-22,1197.62,1215.02,1185.64,1202.99,925242
5,2024-01-23,1231.09,1247.02,1218.78,1234.67,99389
5,2024-01-24,1251.96,1276.44,1239.44,1263.8,452168
5,2024-01-25,1277.16,1289.93,1254.83,1267.5,888769
5,2024-01-26,1257.07,1269.64,1240.55,1253.08,250670
5,2024-01-29,1259.51,1277.56,1246.91,1264.91,812508
5,2024-01-30,1262.08,1274.7,1237.15,1249.65,78524
5,2024-01-31,1266.28,1278.94,1241.86,1254.4,491759
5,2024-02-01,1278.66,1291.45,1257.14,1269.84,109274
5,2024-02-02,1271.98,1284.7,1247.4,1260.0,826125
5,2024-02-05,1265.15,1277.8,1243.73,1256.29,941066
5,2024-02-06,1241.67,1264.93,1229.25,1252.41,250253
5,2024-02-07,1231.68,1250.76,1219.36,1238.38,495651
5,2024-02-08,1221.09,1241.55,1208.88,1229.26,189911
5,2024-02-09,1235.59,1247.95,1211.77,1224.01,771327
5,2024-02-12,1217.46,1235.11,1205.29,1222.88,808378
5,2024-02-13,1227.39,1243.99,1215.12,1231.67,334414
5,2024-02-14,1216.71,1234.9,1204.54,1222.67,387553
5,2024-02-15,1220.45,1232.65,1204.06,1216.22,109436
5,2024-02-16,1218.41,1239.35,1206.23,1227.08,375512
5,2024-02-19,1225.69,1237.95,1204.65,1216.82,197179
5,2024-02-20,1211.44,1228.41,1199.33,1216.25,585237
5,2024-02-21,1208.07,1220.15,1188.76,1200.77,180291
5,2024-02-22,1195.51,1216.12,1183.55,1204.08,642798
5,2024-02-23,1247.05,1265.25,1234.58,1252.72,513442
5,2024-02-26,1246.37,1263.72,1233.91,1251.21,831262
5,2024-02-27,1224.63,1247.94,1212.38,1235.58,447676
5,2024-02-28,1269.69,1282.39,1255.13,1267.81,683851
5,2024-02-29,1268.69,1281.38,1249.08,1261.7,869092
5,2024-03-01,1277.78,1290.56,1256.46,1269.15,989978
5,2024-03-04,1242.05,1254.47,1220.13,1232.45,402893
5,2024-03-05,1237.5,1249.88,1219.23,1231.55,517940
5,2024-03-06,1205.18,1217.65,1193.13,1205.59,846318
5,2024-03-07,1220.52,1235.03,1208.31,1222.8,361821
5,2024-03-08,1214.96,1228.24,1202.81,1216.08,774324
5,2024-03-11,1222.58,1234.81,1199.52,1211.64,216717
5,2024-03-12,1207.82,1219.9,1194.13,1206.19,600348
5,2024-03-13,1239.6,1258.79,1227.2,1246.33,575029
5,2024-03-14,1240.18,1255.79,1227.78,1243.36,678583
5,2024-03-15,1239.55,1259.87,1227.15,1247.4,314710
5,2024-03-18,1219.97,1239.14,1207.77,1226.87,223695
5,2024-03-19,1227.17,1239.44,1204.61,1216.78,971430
5,2024-03-20,1233.75,1246.09,1219.67,1231.99,185851
5,2024-03-21,1251.17,1267.05,1238.66,1254.5,132666
5,2024-03-22,1246.25,1258.71,1232.39,1244.84,852864
6,2024-01-01,2014.58,2046.16,1994.43,2025.9,257297
6,2024-01-02,2011.11,2031.22,1976.22,1996.18,287185
6,2024-01-03,2010.16,2030.26,1985.0,2005.05,762752
6,2024-01-04,2002.3,2036.49,1982.28,2016.33,485407
6,2024-01-05,1994.17,2014.67,1974.23,1994.72,924702
6,2024-01-08,1968.61,2006.76,1948.92,1986.89,326887
6,2024-01-09,1983.4,2003.23,1947.66,1967.33,494665
6,2024-01-10,1944.39,1965.16,1924.95,1945.7,772546
6,2024-01-11,1941.67,1963.83,1922.25,1944.39,617065
6,2024-01-12,1928.05,1947.33,1889.89,1908.98,780976
6,2024-01-15,1929.74,1961.96,1910.44,1942.53,78940
6,2024-01-16,1920.46,1951.2,1901.26,1931.88,373390
6,2024-01-17,2018.16,2038.34,1981.7,2001.72,534361
6,2024-01-18,2008.42,2028.5,1988.29,2008.37,97730
6,2024-01-19,2007.58,2030.17,1987.5,2010.07,847221
6,2024-01-22,1981.09,2014.58,1961.28,1994.63,73723
6,2024-01-23,1930.61,1967.64,1911.3,1948.16,738368
6,2024-01-24,1924.28,1958.74,1905.04,1939.35,627903
6,2024-01-25,1911.04,1934.81,1891.93,1915.65,811373
6,2024-01-26,1895.85,1918.95,1876.89,1899.95,763231
6,2024-01-29,1899.17,1928.3,1880.18,1909.21,693523
6,2024-01-30,1898.93,1917.92,1877.47,1896.43,932687
6,2024-01-31,1860.16,1897.0,1841.56,1878.22,835515
6,2024-02-01,1874.47,1893.21,1854.8,1873.54,786481
6,2024-02-02,1836.37,1872.33,1818.01,1853.79,963417
6,2024-02-05,1826.4,1844.66,1802.09,1820.29,936544
6,2024-02-06,1845.84,1864.3,1820.88,1839.27,351672
6,2024-02-07,1811.45,1829.56,1780.94,1798.93,949803
6,2024-02-08,1799.82,1825.95,1781.82,1807.87,317535
6,2024-02-09,1839.22,1857.61,1804.11,1822.33,59770
6,2024-02-12,1853.97,1872.51,1830.94,1849.43,990603
6,2024-02-13,1871.17,1897.02,1852.46,1878.24,372973
6,2024-02-14,1866.22,1893.93,1847.56,1875.18,376217
6,2024-02-15,1865.1,1883.75,1834.17,1852.7,938710
6,2024-02-16,1855.45,1874.0,1821.28,1839.68,108718
6,2024-02-19,1793.08,1825.9,1775.15,1807.82,204651
6,2024-02-20,1794.77,1812.72,1760.34,1778.12,474378
6,2024-02-21,1786.13,1803.99,1768.22,1786.08,284325
6,2024-02-22,1850.94,1869.45,1823.27,1841.69,766174
6,2024-02-23,1834.26,1852.6,1813.1,1831.41,909141
6,2024-02-26,1830.54,1865.43,1812.23,1846.96,56534
6,2024-02-27,1855.6,1884.99,1837.04,1866.33,680347
6,2024-02-28,1832.52,1850.85,1800.34,1818.53,900784
6,2024-02-29,1790.69,1808.6,1758.39,1776.15,348184
6,2024-03-01,1735.92,1764.2,1718.56,1746.73,225400
6,2024-03-04,1765.35,1788.65,1747.7,1770.94,458459
6,2024-03-05,1769.49,1794.8,1751.8,1777.03,518178
6,2024-03-06,1815.39,1840.91,1797.24,1822.68,616277
6,2024-03-07,1775.9,1807.52,1758.14,1789.62,569360
6,2024-03-08,1797.57,1815.55,1765.39,1783.22,376759
6,2024-03-11,1821.6,1839.82,1787.95,1806.01,829931
6,2024-03-12,1842.36,1860.78,1821.51,1839.91,674178
6,2024-03-13,1827.58,1852.27,1809.3,1833.93,60270
6,2024-03-14,1869.7,1888.4,1838.99,1857.57,810931
6,2024-03-15,1861.17,1881.14,1842.56,1862.51,162773
6,2024-03-18,1854.69,1873.24,1818.66,1837.03,253961
6,2024-03-19,1849.93,1868.43,1822.72,1841.13,80821
6,2024-03-20,1828.15,1846.43,1804.15,1822.37,555677
6,2024-03-21,1790.25,1808.15,1756.94,1774.69,827803
6,2024-03-22,1807.5,1825.58,1772.29,1790.19,296687
7,2024-01-01,2336.67,2381.45,2313.3,2357.87,100126
7,2024-01-02,2336.38,2359.74,2304.17,2327.44,485032
7,2024-01-03,2335.27,2370.34,2311.92,2346.87,598750
7,2024-01-04,2293.38,2322.86,2270.45,2299.86,832374
7,2024-01-05,2289.78,2319.6,2266.88,2296.63,394431
7,2024-01-08,2356.62,2380.19,2318.88,2342.3,361770
7,2024-01-09,2304.53,2327.58,2266.03,2288.92,260176
7,2024-01-10,2186.46,2213.6,2164.6,2191.68,817985
7,2024-01-11,2176.37,2199.93,2154.61,2178.15,338121
7,2024-01-12,2235.02,2257.37,2193.69,2215.85,162711
7,2024-01-15,2223.58,2245.82,2199.96,2222.18,81026
7,2024-01-16,2236.06,2259.52,2213.7,2237.15,437360
7,2024-01-17,2273.59,2296.33,2229.85,2252.37,584079
7,2024-01-18,2228.71,2251.0,2196.99,2219.18,115027
7,2024-01-19,2192.06,2213.98,2165.26,2187.13,941558
7,2024-01-22,2187.4,2209.27,2158.55,2180.35,122962
7,2024-01-23,2199.45,2225.76,2177.46,2203.72,841961
7,2024-01-24,2149.4,2170.89,2114.6,2135.96,631239
7,2024-01-25,2075.52,2112.93,2054.76,2092.01,387152
7,2024-01-26,2066.16,2090.45,2045.5,2069.75,692031
7,2024-01-29,2048.2,2073.03,2027.72,2052.5,222689
7,2024-01-30,2044.66,2079.38,2024.21,2058.79,835937
7,2024-01-31,2042.27,2076.47,2021.85,2055.91,885363
7,2024-02-01,2041.92,2062.34,2019.19,2039.59,269811
7,2024-02-02,2112.46,2133.58,2072.35,2093.28,259423
7,2024-02-05,2110.03,2131.13,2072.92,2093.86,937588
7,2024-02-06,2106.39,2127.45,2079.93,2100.94,433050
7,2024-02-07,2133.49,2154.82,2101.54,2122.77,554729
7,2024-02-08,2109.15,2130.24,2078.44,2099.43,833247
7,2024-02-09,2141.43,2178.25,2120.02,2156.68,841283
7,2024-02-12,2192.5,2217.48,2170.57,2195.52,410088
7,2024-02-13,2218.4,2240.58,2178.14,2200.14,288610
7,2024-02-14,2198.89,2220.88,2176.29,2198.27,343044
7,2024-02-15,2241.73,2264.15,2216.08,2238.46,358950
7,2024-02-16,2245.5,2267.95,2212.94,2235.29,378515
7,2024-02-19,2257.06,2279.63,2226.87,2249.36,815158
7,2024-02-20,2257.71,2280.29,2222.54,2244.99,302632
7,2024-02-21,2286.73,2309.6,2241.87,2264.52,74481
7,2024-02-22,2329.28,2352.57,2297.34,2320.55,164368
7,2024-02-23,2378.5,2402.28,2334.24,2357.82,222124
7,2024-02-26,2303.18,2335.21,2280.15,2312.09,569135
7,2024-02-27,2328.08,2355.26,2304.8,2331.94,202214
7,2024-02-28,2333.37,2356.7,2298.21,2321.42,903066
7,2024-02-29,2260.34,2302.09,2237.74,2279.3,423448
7,2024-03-01,2299.55,2338.3,2276.55,2315.15,272122
7,2024-03-04,2350.04,2396.37,2326.54,2372.64,843199
7,2024-03-05,2410.51,2434.62,2366.22,2390.12,448646
7,2024-03-06,2355.91,2401.05,2332.35,2377.28,87422
7,2024-03-07,2287.42,2332.28,2264.55,2309.19,604089
7,2024-03-08,2331.83,2378.4,2308.51,2354.85,798003
7,2024-03-11,2355.86,2379.42,2328.18,2351.7,427800
7,2024-03-12,2372.64,2396.37,2326.87,2350.37,566988
7,2024-03-13,2373.03,2407.76,2349.3,2383.92,909031
7,2024-03-14,2341.52,2370.87,2318.1,2347.4,572375
7,2024-03-15,2359.49,2383.08,2320.47,2343.91,815366
7,2024-03-18,2309.91,2345.95,2286.81,2322.72,264775
7,2024-03-19,2311.32,2342.05,2288.21,2318.86,877154
7,2024-03-20,2268.61,2310.55,2245.92,2287.67,250569
7,2024-03-21,2180.67,2209.8,2158.86,2187.92,424843
7,2024-03-22,2176.92,2198.69,2153.86,2175.62,203298
8,2024-01-01,1475.94,1501.09,1461.18,1486.23,191786
8,2024-01-02,1495.19,1517.17,1480.24,1502.15,393020
8,2024-01-03,1526.75,1555.81,1511.48,1540.41,82939
8,2024-01-04,1517.13,1535.62,1501.96,1520.42,712305
8,2024-01-05,1525.04,1547.72,1509.79,1532.4,891781
8,2024-01-08,1518.17,1533.35,1491.19,1506.25,332422
8,2024-01-09,1487.89,1510.61,1473.01,1495.65,688764
8,2024-01-10,1473.15,1487.88,1448.97,1463.61,689437
8,2024-01-11,1445.37,1469.92,1430.92,1455.37,751053
8,2024-01-12,1477.05,1495.99,1462.28,1481.18,687707
8,2024-01-15,1487.32,1502.19,1458.08,1472.81,198391
8,2024-01-16,1482.59,1497.42,1453.57,1468.25,978415
8,2024-01-17,1483.89,1498.73,1466.76,1481.58,872796
8,2024-01-18,1500.03,1521.43,1485.03,1506.37,494297
8,2024-01-19,1474.54,1491.45,1459.79,1476.68,363770
