company_id,year,sales,expenses,operating_profit,opm_pct,other_income,interest,depreciation,pbt,tax,pat,eps_inr,dividend_payout_pct
3,FY12,35573.47,30934.69,4638.78,13.04,711.47,1067.2,1422.94,2860.11,715.03,2145.08,21.45,30.0
3,FY13,39130.82,28495.06,10635.76,27.18,782.62,1173.92,1565.23,8679.23,2169.81,6509.42,65.09,30.0
3,FY14,43043.9,31228.35,11815.55,27.45,860.88,1291.32,1721.76,9663.35,2415.84,7247.51,72.48,30.0
3,FY15,47348.29,35544.36,11803.93,24.93,946.97,1420.45,1893.93,9436.52,2359.13,7077.39,70.77,30.0
3,FY16,52083.12,43296.7,8786.42,16.87,1041.66,1562.49,2083.32,6182.27,1545.57,4636.7,46.37,30.0
3,FY17,57291.43,49522.71,7768.72,13.56,1145.83,1718.74,2291.66,4904.15,1226.04,3678.11,36.78,30.0
3,FY18,63020.57,48557.35,14463.22,22.95,1260.41,1890.62,2520.82,11312.19,2828.05,8484.14,84.84,30.0
3,FY19,69322.63,56123.6,13199.03,19.04,1386.45,2079.68,2772.91,9732.89,2433.22,7299.67,73.0,30.0
3,FY20,76254.89,65617.33,10637.56,13.95,1525.1,2287.65,3050.2,6824.81,1706.2,5118.61,51.19,30.0
3,FY21,83880.38,67171.41,16708.97,19.92,1677.61,2516.41,3355.22,12514.95,3128.74,9386.21,93.86,30.0
3,FY22,92268.42,80688.73,11579.69,12.55,1845.37,2768.05,3690.74,6966.27,1741.57,5224.7,52.25,30.0
3,FY23,101495.26,74548.27,26946.99,26.55,2029.91,3044.86,4059.81,21872.23,5468.06,16404.17,164.04,30.0
3,FY24,111644.79,93625.32,18019.47,16.14,2232.9,3349.34,4465.79,12437.24,3109.31,9327.93,93.28,30.0
4,FY11,34813.5,28898.69,5914.81,16.99,696.27,1044.4,1392.54,4174.14,1043.54,3130.6,31.31,30.0
4,FY12,38294.85,30513.34,7781.51,20.32,765.9,1148.85,1531.79,5866.77,1466.69,4400.08,44.0,30.0
4,FY13,42124.34,33383.54,8740.8,20.75,842.49,1263.73,1684.97,6634.59,1658.65,4975.94,49.76,30.0
4,FY14,46336.77,39404.79,6931.98,14.96,926.74,1390.1,1853.47,4615.15,1153.79,3461.36,34.61,30.0
4,FY15,50970.45,36948.48,14021.97,27.51,1019.41,1529.11,2038.82,11473.45,2868.36,8605.09,86.05,30.0
4,FY16,56067.49,42387.02,13680.47,24.4,1121.35,1682.02,2242.7,10877.1,2719.28,8157.82,81.58,30.0
4,FY17,61674.24,45003.69,16670.55,27.03,1233.48,1850.23,2466.97,13586.83,3396.71,10190.12,101.9,30.0
4,FY18,67841.67,49985.74,17855.93,26.32,1356.83,2035.25,2713.67,14463.84,3615.96,10847.88,108.48,30.0
4,FY19,74625.84,58529.05,16096.79,21.57,1492.52,2238.78,2985.03,12365.5,3091.38,9274.12,92.74,30.0
4,FY20,82088.42,60129.77,21958.65,26.75,1641.77,2462.65,3283.54,17854.23,4463.56,13390.67,133.91,30.0
4,FY21,90297.26,78179.37,12117.89,13.42,1805.95,2708.92,3611.89,7603.03,1900.76,5702.27,57.02,30.0
4,FY22,99326.99,84288.88,15038.11,15.14,1986.54,2979.81,3973.08,10071.76,2517.94,7553.82,75.54,30.0
4,FY23,109259.69,95361.86,13897.83,12.72,2185.19,3277.79,4370.39,8434.84,2108.71,6326.13,63.26,30.0
4,FY24,120185.65,99501.7,20683.95,17.21,2403.71,3605.57,4807.43,14674.66,3668.66,11006.0,110.06,30.0
5,FY11,22490.48,18815.54,3674.94,16.34,449.81,674.71,899.62,2550.42,637.61,1912.81,19.13,30.0
5,FY12,24739.53,18490.32,6249.21,25.26,494.79,742.19,989.58,5012.23,1253.06,3759.17,37.59,30.0
5,FY13,27213.48,22393.97,4819.51,17.71,544.27,816.4,1088.54,3458.84,864.71,2594.13,25.94,30.0
5,FY14,29934.83,24998.58,4936.25,16.49,598.7,898.04,1197.39,3439.52,859.88,2579.64,25.8,30.0
5,FY15,32928.31,26118.74,6809.57,20.68,658.57,987.85,1317.13,5163.16,1290.79,3872.37,38.72,30.0
5,FY16,36221.14,31059.63,5161.51,14.25,724.42,1086.63,1448.85,3350.45,837.61,2512.84,25.13,30.0
5,FY17,39843.25,29946.19,9897.06,24.84,796.87,1195.3,1593.73,7904.9,1976.22,5928.68,59.29,30.0
5,FY18,43827.58,38046.72,5780.86,13.19,876.55,1314.83,1753.1,3589.48,897.37,2692.11,26.92,30.0
5,FY19,48210.34,34812.69,13397.65,27.79,964.21,1446.31,1928.41,10987.14,2746.78,8240.36,82.4,30.0
5,FY20,53031.37,40112.93,12918.44,24.36,1060.63,1590.94,2121.25,10266.88,2566.72,7700.16,77.0,30.0
5,FY21,58334.51,49479.33,8855.18,15.18,1166.69,1750.04,2333.38,5938.45,1484.61,4453.84,44.54,30.0
5,FY22,64167.96,56410.05,7757.91,12.09,1283.36,1925.04,2566.72,4549.51,1137.38,3412.13,34.12,30.0
5,FY23,70584.75,52903.27,17681.48,25.05,1411.69,2117.54,2823.39,14152.24,3538.06,10614.18,106.14,30.0
5,FY24,77643.23,59544.59,18098.64,23.31,1552.86,2329.3,3105.73,14216.47,3554.12,10662.35,106.62,30.0
6,FY11,37805.32,28603.51,9201.81,24.34,756.11,1134.16,1512.21,7311.55,1827.89,5483.66,54.84,30.0
6,FY12,41585.85,36104.83,5481.02,13.18,831.72,1247.58,1663.43,3401.73,850.43,2551.3,25.51,30.0
6,FY13,45744.44,37629.38,8115.06,17.74,914.89,1372.33,1829.78,5827.84,1456.96,4370.88,43.71,30.0
6,FY14,50318.88,43349.72,6969.16,13.85,1006.38,1509.57,2012.76,4453.21,1113.3,3339.91,33.4,30.0
6,FY15,55350.77,41064.74,14286.03,25.81,1107.02,1660.52,2214.03,11518.5,2879.62,8638.88,86.39,30.0
6,FY16,60885.85,47509.23,13376.62,21.97,1217.72,1826.58,2435.43,10332.33,2583.08,7749.25,77.49,30.0
6,FY17,66974.44,55394.56,11579.88,17.29,1339.49,2009.23,2678.98,8231.16,2057.79,6173.37,61.73,30.0
6,FY18,73671.88,64079.8,9592.08,13.02,1473.44,2210.16,2946.88,5908.48,1477.12,4431.36,44.31,30.0
6,FY19,81039.07,67278.64,13760.43,16.98,1620.78,2431.17,3241.56,9708.48,2427.12,7281.36,72.81,30.0
6,FY20,89142.97,73810.38,15332.59,17.2,1782.86,2674.29,3565.72,10875.44,2718.86,8156.58,81.57,30.0
6,FY21,98057.27,74847.11,23210.16,23.67,1961.15,2941.72,3922.29,18307.3,4576.82,13730.48,137.3,30.0
6,FY22,107863.0,83917.41,23945.59,22.2,2157.26,3235.89,4314.52,18552.44,4638.11,13914.33,139.14,30.0
6,FY23,118649.3,87563.18,31086.12,26.2,2372.99,3559.48,4745.97,25153.66,6288.41,18865.25,188.65,30.0
6,FY24,130514.23,104985.65,25528.58,19.56,2610.28,3915.43,5220.57,19002.86,4750.72,14252.14,142.52,30.0
7,FY11,10381.74,7951.37,2430.37,23.41,207.63,311.45,415.27,1911.28,477.82,1433.46,14.33,30.0
7,FY12,11419.92,8659.73,2760.19,24.17,228.4,342.6,456.8,2189.19,547.3,1641.89,16.42,30.0
7,FY13,12561.91,9926.42,2635.49,20.98,251.24,376.86,502.48,2007.39,501.85,1505.54,15.06,30.0
7,FY14,13818.1,10454.77,3363.33,24.34,276.36,414.54,552.72,2672.43,668.11,2004.32,20.04,30.0
7,FY15,15199.91,12175.13,3024.78,19.9,304.0,456.0,608.0,2264.78,566.2,1698.58,16.99,30.0
7,FY16,16719.9,13315.73,3404.17,20.36,334.4,501.6,668.8,2568.17,642.04,1926.13,19.26,30.0
7,FY17,18391.89,14926.86,3465.03,18.84,367.84,551.76,735.68,2545.43,636.36,1909.07,19.09,30.0
7,FY18,20231.08,17720.4,2510.68,12.41,404.62,606.93,809.24,1499.13,374.78,1124.35,11.24,30.0
7,FY19,22254.18,19198.68,3055.5,13.73,445.08,667.63,890.17,1942.78,485.69,1457.09,14.57,30.0
7,FY20,24479.6,21419.65,3059.95,12.5,489.59,734.39,979.18,1835.97,458.99,1376.98,13.77,30.0
7,FY21,26927.56,20955.03,5972.53,22.18,538.55,807.83,1077.1,4626.15,1156.54,3469.61,34.7,30.0
7,FY22,29620.32,24575.98,5044.34,17.03,592.41,888.61,1184.81,3563.33,890.83,2672.5,26.73,30.0
7,FY23,32582.35,26020.26,6562.09,20.14,651.65,977.47,1303.29,4932.98,1233.24,3699.74,37.0,30.0
7,FY24,35840.59,26335.67,9504.92,26.52,716.81,1075.22,1433.62,7712.89,1928.22,5784.67,57.85,30.0
8,FY11,16218.15,13206.44,3011.71,18.57,324.36,486.54,648.73,2200.8,550.2,1650.6,16.51,30.0
8,FY12,17839.97,13542.32,4297.65,24.09,356.8,535.2,713.6,3405.65,851.41,2554.24,25.54,30.0
8,FY13,19623.96,16550.85,3073.11,15.66,392.48,588.72,784.96,2091.91,522.98,1568.93,15.69,30.0
8,FY14,21586.36,18730.48,2855.88,13.23,431.73,647.59,863.45,1776.57,444.14,1332.43,13.32,30.0
8,FY15,23744.99,19793.82,3951.17,16.64,474.9,712.35,949.8,2763.92,690.98,2072.94,20.73,30.0
8,FY16,26119.49,22311.27,3808.22,14.58,522.39,783.58,1044.78,2502.25,625.56,1876.69,18.77,30.0
8,FY17,28731.44,21008.43,7723.01,26.88,574.63,861.94,1149.26,6286.44,1571.61,4714.83,47.15,30.0
8,FY18,31604.59,23725.57,7879.02,24.93,632.09,948.14,1264.18,6298.79,1574.7,4724.09,47.24,30.0
8,FY19,34765.05,27071.54,7693.51,22.13,695.3,1042.95,1390.6,5955.26,1488.82,4466.44,44.66,30.0
8,FY20,38241.55,28321.69,9919.86,25.94,764.83,1147.25,1529.66,8007.78,2001.94,6005.84,60.06,30.0
8,FY21,42065.71,31608.17,10457.54,24.86,841.31,1261.97,1682.63,8354.25,2088.56,6265.69,62.66,30.0
8,FY22,46272.28,39336.07,6936.21,14.99,925.45,1388.17,1850.89,4622.6,1155.65,3466.95,34.67,30.0
8,FY23,50899.5,37523.11,13376.39,26.28,1017.99,1526.98,2035.98,10831.42,2707.86,8123.56,81.24,30.0
8,FY24,55989.45,44438.83,11550.62,20.63,1119.79,1679.68,2239.58,8751.15,2187.79,6563.36,65.63,30.0
9,FY11,41334.81,30447.22,10887.59,26.34,826.7,1240.04,1653.39,8820.86,2205.22,6615.64,66.16,30.0
9,FY12,45468.29,37697.76,7770.53,17.09,909.37,1364.05,1818.73,5497.12,1374.28,4122.84,41.23,30.0
9,FY13,50015.12,43133.04,6882.08,13.76,1000.3,1500.45,2000.6,4381.33,1095.33,3286.0,32.86,30.0
9,FY14,55016.63,46406.53,8610.1,15.65,1100.33,1650.5,2200.67,5859.26,1464.82,4394.44,43.94,30.0
9,FY15,60518.29,49122.7,11395.59,18.83,1210.37,1815.55,2420.73,8369.68,2092.42,6277.26,62.77,30.0
9,FY16,66570.12,49867.68,16702.44,25.09,1331.4,1997.1,2662.8,13373.94,3343.49,10030.45,100.3,30.0
9,FY17,73227.13,54356.5,18870.63,25.77,1464.54,2196.81,2929.09,15209.27,3802.32,11406.95,114.07,30.0
9,FY18,80549.85,70795.26,9754.59,12.11,1611.0,2416.5,3221.99,5727.1,1431.78,4295.32,42.95,30.0
9,FY19,88604.83,70733.24,17871.59,20.17,1772.1,2658.14,3544.19,13441.36,3360.34,10081.02,100.81,30.0
9,FY20,97465.31,79258.79,18206.52,18.68,1949.31,2923.96,3898.61,13333.26,3333.32,9999.94,100.0,30.0
9,FY21,107211.84,90540.4,16671.44,15.55,2144.24,3216.36,4288.47,11310.85,2827.71,8483.14,84.83,30.0
9,FY22,117933.03,101516.75,16416.28,13.92,2358.66,3537.99,4717.32,10519.63,2629.91,7889.72,78.9,30.0
9,FY23,129726.33,107153.95,22572.38,17.4,2594.53,3891.79,5189.05,16086.07,4021.52,12064.55,120.65,30.0
9,FY24,142698.96,104041.81,38657.15,27.09,2853.98,4280.97,5707.96,31522.2,7880.55,23641.65,236.42,30.0
10,FY11,19544.13,15576.67,3967.46,20.3,390.88,586.32,781.77,2990.25,747.56,2242.69,22.43,30.0
10,FY12,21498.55,16500.14,4998.41,23.25,429.97,644.96,859.94,3923.48,980.87,2942.61,29.43,30.0
10,FY13,23648.4,19434.26,4214.14,17.82,472.97,709.45,945.94,3031.72,757.93,2273.79,22.74,30.0
10,FY14,26013.24,18846.59,7166.65,27.55,520.26,780.4,1040.53,5865.98,1466.49,4399.49,43.99,30.0
10,FY15,28614.56,20774.17,7840.39,27.4,572.29,858.44,1144.58,6409.66,1602.41,4807.25,48.07,30.0
10,FY16,31476.02,26430.41,5045.61,16.03,629.52,944.28,1259.04,3471.81,867.95,2603.86,26.04,30.0
10,FY17,34623.62,27712.75,6910.87,19.96,692.47,1038.71,1384.94,5179.69,1294.92,3884.77,38.85,30.0
10,FY18,38085.98,31683.73,6402.25,16.81,761.72,1142.58,1523.44,4497.95,1124.49,3373.46,33.73,30.0
10,FY19,41894.58,34956.84,6937.74,16.56,837.89,1256.84,1675.78,4843.01,1210.75,3632.26,36.32,30.0
10,FY20,46084.04,40282.06,5801.98,12.59,921.68,1382.52,1843.36,3497.78,874.45,2623.33,26.23,30.0
10,FY21,50692.44,39666.83,11025.61,21.75,1013.85,1520.77,2027.7,8490.99,2122.75,6368.24,63.68,30.0
10,FY22,55761.69,44587.05,11174.64,20.04,1115.23,1672.85,2230.47,8386.55,2096.64,6289.91,62.9,30.0
10,FY23,61337.86,53474.35,7863.51,12.82,1226.76,1840.14,2453.51,4796.62,1199.15,3597.47,35.97,30.0
10,FY24,67471.64,56365.81,11105.83,16.46,1349.43,2024.15,2698.87,7732.24,1933.06,5799.18,57.99,30.0
11,FY11,45871.96,38610.43,7261.53,15.83,917.44,1376.16,1834.88,4967.93,1241.98,3725.95,37.26,30.0
11,FY12,50459.16,43233.41,7225.75,14.32,1009.18,1513.77,2018.37,4702.79,1175.7,3527.09,35.27,30.0
11,FY13,55505.08,44498.42,11006.66,19.83,1110.1,1665.15,2220.2,8231.41,2057.85,6173.56,61.74,30.0
11,FY14,61055.59,44100.45,16955.14,27.77,1221.11,1831.67,2442.22,13902.36,3475.59,10426.77,104.27,30.0
11,FY15,67161.14,56502.67,10658.47,15.87,1343.22,2014.83,2686.45,7300.41,1825.1,5475.31,54.75,30.0
11,FY16,73877.26,57070.18,16807.08,22.75,1477.55,2216.32,2955.09,13113.22,3278.3,9834.92,98.35,30.0
11,FY17,81264.98,61606.98,19658.0,24.19,1625.3,2437.95,3250.6,15594.75,3898.69,11696.06,116.96,30.0
11,FY18,89391.48,75267.63,14123.85,15.8,1787.83,2681.74,3575.66,9654.28,2413.57,7240.71,72.41,30.0
11,FY19,98330.63,75075.44,23255.19,23.65,1966.61,2949.92,3933.23,18338.65,4584.66,13753.99,137.54,30.0
11,FY20,108163.69,88824.02,19339.67,17.88,2163.27,3244.91,4326.55,13931.48,3482.87,10448.61,104.49,30.0
11,FY21,118980.06,92661.67,26318.39,22.12,2379.6,3569.4,4759.2,20369.39,5092.35,15277.04,152.77,30.0
11,FY22,130878.07,101901.67,28976.4,22.14,2617.56,3926.34,5235.12,22432.5,5608.12,16824.38,168.24,30.0
11,FY23,143965.88,114352.1,29613.78,20.57,2879.32,4318.98,5758.64,22415.48,5603.87,16811.61,168.12,30.0
11,FY24,158362.46,137078.55,21283.91,13.44,3167.25,4750.87,6334.5,13365.79,3341.45,10024.34,100.24,30.0
12,FY11,42588.61,35293.18,7295.43,17.13,851.77,1277.66,1703.54,5166.0,1291.5,3874.5,38.74,30.0
12,FY12,46847.47,39829.72,7017.75,14.98,936.95,1405.42,1873.9,4675.38,1168.85,3506.53,35.07,30.0
12,FY13,51532.22,45013.39,6518.83,12.65,1030.64,1545.97,2061.29,3942.21,985.55,2956.66,29.57,30.0
12,FY14,56685.44,44526.41,12159.03,21.45,1133.71,1700.56,2267.42,9324.76,2331.19,6993.57,69.94,30.0
12,FY15,62353.99,48112.34,14241.65,22.84,1247.08,1870.62,2494.16,11123.95,2780.99,8342.96,83.43,30.0
12,FY16,68589.39,60173.47,8415.92,12.27,1371.79,2057.68,2743.58,4986.45,1246.61,3739.84,37.4,30.0
12,FY17,75448.32,60215.3,15233.02,20.19,1508.97,2263.45,3017.93,11460.61,2865.15,8595.46,85.95,30.0
12,FY18,82993.16,70029.63,12963.53,15.62,1659.86,2489.79,3319.73,8813.87,2203.47,6610.4,66.1,30.0
12,FY19,91292.47,70915.99,20376.48,22.32,1825.85,2738.77,3651.7,15811.86,3952.97,11858.89,118.59,30.0
12,FY20,100421.72,85569.35,14852.37,14.79,2008.43,3012.65,4016.87,9831.28,2457.82,7373.46,73.73,30.0
12,FY21,110463.89,84990.92,25472.97,23.06,2209.28,3313.92,4418.56,19949.77,4987.44,14962.33,149.62,30.0
12,FY22,121510.28,99407.56,22102.72,18.19,2430.21,3645.31,4860.41,16027.21,4006.8,12020.41,120.2,30.0
12,FY23,133661.31,97586.12,36075.19,26.99,2673.23,4009.84,5346.45,29392.13,7348.03,22044.1,220.44,30.0
12,FY24,147027.44,126149.54,20877.9,14.2,2940.55,4410.82,5881.1,13526.53,3381.63,10144.9,101.45,30.0
13,FY11,20347.99,17535.9,2812.09,13.82,406.96,610.44,813.92,1794.69,448.67,1346.02,13.46,30.0
13,FY12,22382.78,16384.19,5998.59,26.8,447.66,671.48,895.31,4879.46,1219.87,3659.59,36.6,30.0
13,FY13,24621.06,18209.74,6411.32,26.04,492.42,738.63,984.84,5180.27,1295.07,3885.2,38.85,30.0
13,FY14,27083.17,22714.65,4368.52,16.13,541.66,812.5,1083.33,3014.35,753.59,2260.76,22.61,30.0
13,FY15,29791.49,23070.53,6720.96,22.56,595.83,893.74,1191.66,5231.39,1307.85,3923.54,39.24,30.0
13,FY16,32770.63,24551.76,8218.87,25.08,655.41,983.12,1310.83,6580.33,1645.08,4935.25,49.35,30.0
13,FY17,36047.7,28520.94,7526.76,20.88,720.95,1081.43,1441.91,5724.37,1431.09,4293.28,42.93,30.0
13,FY18,39652.47,31535.61,8116.86,20.47,793.05,1189.57,1586.1,6134.24,1533.56,4600.68,46.01,30.0
13,FY19,43617.71,36695.58,6922.13,15.87,872.35,1308.53,1744.71,4741.24,1185.31,3555.93,35.56,30.0
13,FY20,47979.49,41507.06,6472.43,13.49,959.59,1439.38,1919.18,4073.46,1018.37,3055.09,30.55,30.0
13,FY21,52777.43,38865.3,13912.13,26.36,1055.55,1583.32,2111.1,11273.26,2818.32,8454.94,84.55,30.0
13,FY22,58055.18,42722.81,15332.37,26.41,1161.1,1741.66,2322.21,12429.6,3107.4,9322.2,93.22,30.0
13,FY23,63860.7,49728.33,14132.37,22.13,1277.21,1915.82,2554.43,10939.33,2734.83,8204.5,82.05,30.0
13,FY24,70246.77,58009.78,12236.99,17.42,1404.94,2107.4,2809.87,8724.66,2181.16,6543.5,65.44,30.0
14,FY11,20714.43,15821.68,4892.75,23.62,414.29,621.43,828.58,3857.03,964.26,2892.77,28.93,30.0
14,FY12,22785.87,16781.79,6004.08,26.35,455.72,683.58,911.43,4864.79,1216.2,3648.59,36.49,30.0
14,FY13,25064.46,18500.08,6564.38,26.19,501.29,751.93,1002.58,5311.16,1327.79,3983.37,39.83,30.0
14,FY14,27570.91,20821.55,6749.36,24.48,551.42,827.13,1102.84,5370.81,1342.7,4028.11,40.28,30.0
14,FY15,30328.0,23573.95,6754.05,22.27,606.56,909.84,1213.12,5237.65,1309.41,3928.24,39.28,30.0
14,FY16,33360.8,28907.13,4453.67,13.35,667.22,1000.82,1334.43,2785.64,696.41,2089.23,20.89,30.0
14,FY17,36696.88,31342.81,5354.07,14.59,733.94,1100.91,1467.88,3519.22,879.8,2639.42,26.39,30.0
14,FY18,40366.57,29717.87,10648.7,26.38,807.33,1211.0,1614.66,8630.37,2157.59,6472.78,64.73,30.0
14,FY19,44403.22,34767.72,9635.5,21.7,888.06,1332.1,1776.13,7415.33,1853.83,5561.5,55.62,30.0
14,FY20,48843.54,42909.05,5934.49,12.15,976.87,1465.31,1953.74,3492.31,873.08,2619.23,26.19,30.0
14,FY21,53727.9,46410.16,7317.74,13.62,1074.56,1611.84,2149.12,4631.34,1157.84,3473.5,34.73,30.0
14,FY22,59100.69,45732.11,13368.58,22.62,1182.01,1773.02,2364.03,10413.54,2603.39,7810.15,78.1,30.0
14,FY23,65010.76,57157.46,7853.3,12.08,1300.22,1950.32,2600.43,4602.77,1150.69,3452.08,34.52,30.0
14,FY24,71511.83,61092.56,10419.27,14.57,1430.24,2145.35,2860.47,6843.69,1710.92,5132.77,51.33,30.0
15,FY11,29693.02,22842.84,6850.18,23.07,593.86,890.79,1187.72,5365.53,1341.38,4024.15,40.24,30.0
15,FY12,32662.32,25336.16,7326.16,22.43,653.25,979.87,1306.49,5693.05,1423.26,4269.79,42.7,30.0
15,FY13,35928.55,30327.29,5601.26,15.59,718.57,1077.86,1437.14,3804.83,951.21,2853.62,28.54,30.0
15,FY14,39521.41,30277.35,9244.06,23.39,790.43,1185.64,1580.86,7267.99,1817.0,5450.99,54.51,30.0
15,FY15,43473.55,36604.73,6868.82,15.8,869.47,1304.21,1738.94,4695.14,1173.79,3521.35,35.21,30.0
15,FY16,47820.91,39590.93,8229.98,17.21,956.42,1434.63,1912.84,5838.93,1459.73,4379.2,43.79,30.0
15,FY17,52603.0,40009.84,12593.16,23.94,1052.06,1578.09,2104.12,9963.01,2490.75,7472.26,74.72,30.0
15,FY18,57863.3,44907.71,12955.59,22.39,1157.27,1735.9,2314.53,10062.43,2515.61,7546.82,75.47,30.0
15,FY19,63649.63,47361.69,16287.94,25.59,1272.99,1909.49,2545.99,13105.45,3276.36,9829.09,98.29,30.0
15,FY20,70014.59,54247.3,15767.29,22.52,1400.29,2100.44,2800.58,12266.56,3066.64,9199.92,92.0,30.0
15,FY21,77016.05,60773.37,16242.68,21.09,1540.32,2310.48,3080.64,12391.88,3097.97,9293.91,92.94,30.0
15,FY22,84717.65,73280.77,11436.88,13.5,1694.35,2541.53,3388.71,7200.99,1800.25,5400.74,54.01,30.0
15,FY23,93189.42,76527.15,16662.27,17.88,1863.79,2795.68,3727.58,12002.8,3000.7,9002.1,90.02,30.0
15,FY24,102508.36,85861.0,16647.36,16.24,2050.17,3075.25,4100.33,11521.95,2880.49,8641.46,86.41,30.0
16,FY11,15979.53,11573.97,4405.56,27.57,319.59,479.39,639.18,3606.58,901.64,2704.94,27.05,30.0
16,FY12,17577.49,14362.57,3214.92,18.29,351.55,527.32,703.1,2336.05,584.01,1752.04,17.52,30.0
16,FY13,19335.24,14255.87,5079.37,26.27,386.7,580.06,773.41,4112.6,1028.15,3084.45,30.84,30.0
16,FY14,21268.76,16568.36,4700.4,22.1,425.38,638.06,850.75,3636.97,909.24,2727.73,27.28,30.0
16,FY15,23395.64,17612.24,5783.4,24.72,467.91,701.87,935.83,4613.61,1153.4,3460.21,34.6,30.0
16,FY16,25735.2,20577.87,5157.33,20.04,514.7,772.06,1029.41,3870.56,967.64,2902.92,29.03,30.0
16,FY17,28308.72,22298.78,6009.94,21.23,566.17,849.26,1132.35,4594.5,1148.62,3445.88,34.46,30.0
16,FY18,31139.59,24949.04,6190.55,19.88,622.79,934.19,1245.58,4633.57,1158.39,3475.18,34.75,30.0
16,FY19,34253.55,29074.41,5179.14,15.12,685.07,1027.61,1370.14,3466.46,866.62,2599.84,26.0,30.0
16,FY20,37678.91,28801.76,8877.15,23.56,753.58,1130.37,1507.16,6993.2,1748.3,5244.9,52.45,30.0
16,FY21,41446.8,34612.22,6834.58,16.49,828.94,1243.4,1657.87,4762.25,1190.56,3571.69,35.72,30.0
16,FY22,45591.48,39942.7,5648.78,12.39,911.83,1367.74,1823.66,3369.21,842.3,2526.91,25.27,30.0
16,FY23,50150.62,38951.99,11198.63,22.33,1003.01,1504.52,2006.02,8691.1,2172.78,6518.32,65.18,30.0
16,FY24,55165.69,46984.62,8181.07,14.83,1103.31,1654.97,2206.63,5422.78,1355.69,4067.09,40.67,30.0
