company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets
11,Mar 2018,100.0,10481.0,4192.4,2096.2,16869.6,8434.8,843.48,3373.92,4217.4,16869.6
11,Mar 2019,100.0,11738.72,4695.49,2347.74,18881.95,9440.98,944.1,3776.39,4720.48,18881.95
11,Mar 2020,100.0,13147.37,5258.95,2629.47,21135.79,10567.9,1056.79,4227.16,5283.94,21135.79
11,Mar 2021,100.0,14725.05,5890.02,2945.01,23660.08,11830.04,1183.0,4732.02,5915.02,23660.08
11,Mar 2022,100.0,16492.06,6596.82,3298.41,26487.29,13243.65,1324.36,5297.46,6621.82,26487.29
11,Mar 2023,100.0,18471.1,7388.44,3694.22,29653.76,14826.88,1482.69,5930.75,7413.44,29653.76
11,Mar 2024,100.0,20687.64,8275.06,4137.53,33200.23,16600.12,1660.01,6640.05,8300.05,33200.23
12,Mar 2010,100.0,6336.56,2534.62,1267.31,10238.49,5119.24,511.92,2047.7,2559.63,10238.49
12,Mar 2011,100.0,7096.94,2838.78,1419.39,11455.11,5727.56,572.76,2291.02,2863.77,11455.11
12,Mar 2012,100.0,7948.58,3179.43,1589.72,12817.73,6408.86,640.89,2563.55,3204.43,12817.73
12,Mar 2013,100.0,8902.41,3560.96,1780.48,14343.85,7171.93,717.19,2868.77,3585.96,14343.85
12,Mar 2014,100.0,9970.7,3988.28,1994.14,16053.12,8026.56,802.66,3210.62,4013.28,16053.12
12,Mar 2015,100.0,11167.18,4466.87,2233.44,17967.49,8983.75,898.37,3593.5,4491.87,17967.49
12,Mar 2016,100.0,12507.24,5002.9,2501.45,20111.59,10055.8,1005.58,4022.32,5027.89,20111.59
12,Mar 2017,100.0,14008.11,5603.24,2801.62,22512.97,11256.49,1125.65,4502.59,5628.24,22512.97
12,Mar 2018,100.0,15689.08,6275.63,3137.82,25202.53,12601.26,1260.13,5040.51,6300.63,25202.53
12,Mar 2019,100.0,17571.77,7028.71,3514.35,28214.83,14107.42,1410.74,5642.97,7053.7,28214.83
12,Mar 2020,100.0,19680.39,7872.16,3936.08,31588.63,15794.32,1579.43,6317.73,7897.15,31588.63
12,Mar 2021,100.0,22042.03,8816.81,4408.41,35367.25,17683.62,1768.36,7073.45,8841.82,35367.25
12,Mar 2022,100.0,24687.08,9874.83,4937.42,39599.33,19799.67,1979.97,7919.87,9899.82,39599.33
12,Mar 2023,100.0,27649.53,11059.81,5529.91,44339.25,22169.62,2216.96,8867.85,11084.82,44339.25
12,Mar 2024,100.0,30967.47,12386.99,6193.49,49647.95,24823.97,2482.4,9929.59,12411.99,49647.95
13,Mar 2010,100.0,2471.71,988.68,494.34,4054.73,2027.37,202.74,810.95,1013.67,4054.73
13,Mar 2011,100.0,2768.32,1107.33,553.66,4529.31,2264.66,226.47,905.86,1132.32,4529.31
13,Mar 2012,100.0,3100.52,1240.21,620.1,5060.83,2530.41,253.04,1012.17,1265.21,5060.83
13,Mar 2013,100.0,3472.58,1389.03,694.52,5656.13,2828.07,282.81,1131.23,1414.02,5656.13
13,Mar 2014,100.0,3889.29,1555.72,777.86,6322.87,3161.43,316.14,1264.57,1580.73,6322.87
13,Mar 2015,100.0,4356.01,1742.4,871.2,7069.61,3534.8,353.48,1413.92,1767.41,7069.61
13,Mar 2016,100.0,4878.73,1951.49,975.75,7905.97,3952.99,395.3,1581.19,1976.49,7905.97
13,Mar 2017,100.0,5464.17,2185.67,1092.83,8842.67,4421.34,442.13,1768.53,2210.67,8842.67
13,Mar 2018,100.0,6119.87,2447.95,1223.97,9891.79,4945.9,494.59,1978.36,2472.94,9891.79
13,Mar 2019,100.0,6854.26,2741.7,1370.85,11066.81,5533.4,553.34,2213.36,2766.71,11066.81
13,Mar 2020,100.0,7676.77,3070.71,1535.35,12382.83,6191.41,619.14,2476.57,3095.71,12382.83
13,Mar 2021,100.0,8597.98,3439.19,1719.6,13856.77,6928.39,692.84,2771.35,3464.19,13856.77
13,Mar 2022,100.0,9629.74,3851.9,1925.95,15507.59,7753.8,775.38,3101.52,3876.89,15507.59
13,Mar 2023,100.0,10785.31,4314.12,2157.06,17356.49,8678.25,867.82,3471.3,4339.12,17356.49
13,Mar 2024,100.0,12079.55,4831.82,2415.91,19427.28,9713.64,971.36,3885.46,4856.82,19427.28
14,Mar 2010,100.0,4519.73,1807.89,903.95,7331.57,3665.78,366.58,1466.31,1832.9,7331.57
14,Mar 2011,100.0,5062.1,2024.84,1012.42,8199.36,4099.68,409.97,1639.87,2049.84,8199.36
14,Mar 2012,100.0,5669.55,2267.82,1133.91,9171.28,4585.64,458.56,1834.26,2292.82,9171.28
14,Mar 2013,100.0,6349.9,2539.96,1269.98,10259.84,5129.92,512.99,2051.97,2564.96,10259.84
14,Mar 2014,100.0,7111.89,2844.76,1422.38,11479.03,5739.52,573.95,2295.81,2869.75,11479.03
14,Mar 2015,100.0,7965.32,3186.13,1593.06,12844.51,6422.26,642.23,2568.9,3211.12,12844.51
14,Mar 2016,100.0,8921.15,3568.46,1784.23,14373.84,7186.92,718.69,2874.77,3593.46,14373.84
14,Mar 2017,100.0,9991.69,3996.68,1998.34,16086.71,8043.35,804.34,3217.34,4021.68,16086.71
14,Mar 2018,100.0,11190.69,4476.28,2238.14,18005.11,9002.56,900.26,3601.02,4501.27,18005.11
14,Mar 2019,100.0,12533.58,5013.43,2506.72,20153.73,10076.86,1007.69,4030.75,5038.43,20153.73
14,Mar 2020,100.0,14037.61,5615.04,2807.52,22560.17,11280.08,1128.01,4512.03,5640.05,22560.17
14,Mar 2021,100.0,15722.12,6288.85,3144.42,25255.39,12627.69,1262.77,5051.08,6313.85,25255.39
14,Mar 2022,100.0,17608.77,7043.51,3521.75,28274.03,14137.01,1413.7,5654.81,7068.51,28274.03
14,Mar 2023,100.0,19721.83,7888.73,3944.37,31654.93,15827.47,1582.75,6330.99,7913.72,31654.93
14,Mar 2024,100.0,22088.45,8835.38,4417.69,35441.52,17720.76,1772.08,7088.3,8860.38,35441.52
15,Mar 2010,100.0,9724.71,3889.88,1944.94,15659.53,7829.77,782.98,3131.91,3914.87,15659.53
15,Mar 2011,100.0,10891.68,4356.67,2178.34,17526.69,8763.34,876.33,3505.34,4381.68,17526.69
15,Mar 2012,100.0,12198.68,4879.47,2439.74,19617.89,9808.94,980.89,3923.58,4904.48,19617.89
15,Mar 2013,100.0,13662.52,5465.01,2732.5,21960.03,10980.01,1098.0,4392.01,5490.01,21960.03
15,Mar 2014,100.0,15302.02,6120.81,3060.4,24583.23,12291.61,1229.16,4916.65,6145.81,24583.23
15,Mar 2015,100.0,17138.26,6855.3,3427.65,27521.21,13760.6,1376.06,5504.24,6880.31,27521.21
15,Mar 2016,100.0,19194.85,7677.94,3838.97,30811.76,15405.88,1540.59,6162.35,7702.94,30811.76
15,Mar 2017,100.0,21498.24,8599.3,4299.65,34497.19,17248.6,1724.86,6899.44,8624.29,34497.19
15,Mar 2018,100.0,24078.03,9631.21,4815.61,38624.85,19312.42,1931.24,7724.97,9656.22,38624.85
15,Mar 2019,100.0,26967.39,10786.96,5393.48,43247.83,21623.92,2162.39,8649.57,10811.95,43247.83
15,Mar 2020,100.0,30203.48,12081.39,6040.7,48425.57,24212.78,2421.28,9685.11,12106.4,48425.57
15,Mar 2021,100.0,33827.89,13531.16,6765.58,54224.63,27112.31,2711.23,10844.93,13556.16,54224.63
15,Mar 2022,100.0,37887.24,15154.9,7577.45,60719.59,30359.79,3035.98,12143.92,15179.9,60719.59
15,Mar 2023,100.0,42433.71,16973.48,8486.74,67993.93,33996.96,3399.7,13598.79,16998.48,67993.93
15,Mar 2024,100.0,47525.75,19010.3,9505.15,76141.2,38070.6,3807.06,15228.24,19035.3,76141.2
16,Mar 2010,100.0,3323.2,1329.28,664.64,5417.12,2708.56,270.86,1083.42,1354.28,5417.12
16,Mar 2011,100.0,3721.99,1488.8,744.4,6055.19,3027.59,302.76,1211.04,1513.8,6055.19
16,Mar 2012,100.0,4168.62,1667.45,833.72,6769.79,3384.89,338.49,1353.96,1692.45,6769.79
16,Mar 2013,100.0,4668.86,1867.54,933.77,7570.17,3785.09,378.51,1514.03,1892.54,7570.17
16,Mar 2014,100.0,5229.12,2091.65,1045.82,8466.59,4233.3,423.33,1693.32,2116.64,8466.59
16,Mar 2015,100.0,5856.62,2342.65,1171.32,9470.59,4735.3,473.53,1894.12,2367.64,9470.59
16,Mar 2016,100.0,6559.41,2623.76,1311.88,10595.05,5297.52,529.75,2119.01,2648.77,10595.05
16,Mar 2017,100.0,7346.54,2938.62,1469.31,11854.47,5927.23,592.72,2370.89,2963.63,11854.47
16,Mar 2018,100.0,8228.12,3291.25,1645.62,13264.99,6632.49,663.25,2653.0,3316.25,13264.99
16,Mar 2019,100.0,9215.5,3686.2,1843.1,14844.8,7422.4,742.24,2968.96,3711.2,14844.8
16,Mar 2020,100.0,10321.36,4128.54,2064.27,16614.17,8307.08,830.71,3322.83,4153.55,16614.17
16,Mar 2021,100.0,11559.92,4623.97,2311.98,18595.87,9297.93,929.79,3719.17,4648.98,18595.87
16,Mar 2022,100.0,12947.11,5178.84,2589.42,20815.37,10407.68,1040.77,4163.07,5203.85,20815.37
16,Mar 2023,100.0,14500.76,5800.3,2900.15,23301.21,11650.6,1165.06,4660.24,5825.31,23301.21
16,Mar 2024,100.0,16240.86,6496.34,3248.17,26085.37,13042.68,1304.27,5217.07,6521.35,26085.37
17,Mar 2010,100.0,6910.63,2764.25,1382.13,11157.01,5578.51,557.85,2231.4,2789.25,11157.01
17,Mar 2011,100.0,7739.91,3095.96,1547.98,12483.85,6241.93,624.19,2496.77,3120.96,12483.85
