company_id,year,compounding_sales_growth_pct,compounding_profit_growth_pct,stock_price_cagr_pct,roe_pct
11,FY20,12.5,15.0,18.0,16.5
11,FY21,12.5,15.0,18.0,16.5
11,FY22,12.5,15.0,18.0,16.5
11,FY23,12.5,15.0,18.0,16.5
11,FY24,12.5,15.0,18.0,16.5
12,FY11,12.5,15.0,18.0,16.5
12,FY12,12.5,15.0,18.0,16.5
12,FY13,12.5,15.0,18.0,16.5
12,FY14,12.5,15.0,18.0,16.5
12,FY15,12.5,15.0,18.0,16.5
12,FY16,12.5,15.0,18.0,16.5
12,FY17,12.5,15.0,18.0,16.5
12,FY18,12.5,15.0,18.0,16.5
12,FY19,12.5,15.0,18.0,16.5
12,FY20,12.5,15.0,18.0,16.5
12,FY21,12.5,15.0,18.0,16.5
12,FY22,12.5,15.0,18.0,16.5
12,FY23,12.5,15.0,18.0,16.5
12,FY24,12.5,15.0,18.0,16.5
13,FY11,12.5,15.0,18.0,16.5
13,FY12,12.5,15.0,18.0,16.5
13,FY13,12.5,15.0,18.0,16.5
13,FY14,12.5,15.0,18.0,16.5
13,FY15,12.5,15.0,18.0,16.5
13,FY16,12.5,15.0,18.0,16.5
13,FY17,12.5,15.0,18.0,16.5
13,FY18,12.5,15.0,18.0,16.5
13,FY19,12.5,15.0,18.0,16.5
13,FY20,12.5,15.0,18.0,16.5
13,FY21,12.5,15.0,18.0,16.5
13,FY22,12.5,15.0,18.0,16.5
13,FY23,12.5,15.0,18.0,16.5
13,FY24,12.5,15.0,18.0,16.5
14,FY11,12.5,15.0,18.0,16.5
14,FY12,12.5,15.0,18.0,16.5
14,FY13,12.5,15.0,18.0,16.5
14,FY14,12.5,15.0,18.0,16.5
14,FY15,12.5,15.0,18.0,16.5
14,FY16,12.5,15.0,18.0,16.5
14,FY17,12.5,15.0,18.0,16.5
14,FY18,12.5,15.0,18.0,16.5
14,FY19,12.5,15.0,18.0,16.5
14,FY20,12.5,15.0,18.0,16.5
14,FY21,12.5,15.0,18.0,16.5
14,FY22,12.5,15.0,18.0,16.5
14,FY23,12.5,15.0,18.0,16.5
14,FY24,12.5,15.0,18.0,16.5
15,FY11,12.5,15.0,18.0,16.5
15,FY12,12.5,15.0,18.0,16.5
15,FY13,12.5,15.0,18.0,16.5
15,FY14,12.5,15.0,18.0,16.5
15,FY15,12.5,15.0,18.0,16.5
15,FY16,12.5,15.0,18.0,16.5
15,FY17,12.5,15.0,18.0,16.5
15,FY18,12.5,15.0,18.0,16.5
15,FY19,12.5,15.0,18.0,16.5
15,FY20,12.5,15.0,18.0,16.5
15,FY21,12.5,15.0,18.0,16.5
15,FY22,12.5,15.0,18.0,16.5
15,FY23,12.5,15.0,18.0,16.5
15,FY24,12.5,15.0,18.0,16.5
16,FY11,12.5,15.0,18.0,16.5
16,FY12,12.5,15.0,18.0,16.5
16,FY13,12.5,15.0,18.0,16.5
16,FY14,12.5,15.0,18.0,16.5
16,FY15,12.5,15.0,18.0,16.5
16,FY16,12.5,15.0,18.0,16.5
16,FY17,12.5,15.0,18.0,16.5
16,FY18,12.5,15.0,18.0,16.5
16,FY19,12.5,15.0,18.0,16.5
16,FY20,12.5,15.0,18.0,16.5
16,FY21,12.5,15.0,18.0,16.5
16,FY22,12.5,15.0,18.0,16.5
16,FY23,12.5,15.0,18.0,16.5
16,FY24,12.5,15.0,18.0,16.5
17,FY11,12.5,15.0,18.0,16.5
17,FY12,12.5,15.0,18.0,16.5
17,FY13,12.5,15.0,18.0,16.5
17,FY14,12.5,15.0,18.0,16.5
17,FY15,12.5,15.0,18.0,16.5
17,FY16,12.5,15.0,18.0,16.5
17,FY17,12.5,15.0,18.0,16.5
17,FY18,12.5,15.0,18.0,16.5
17,FY19,12.5,15.0,18.0,16.5
17,FY20,12.5,15.0,18.0,16.5
17,FY21,12.5,15.0,18.0,16.5
17,FY22,12.5,15.0,18.0,16.5
17,FY23,12.5,15.0,18.0,16.5
17,FY24,12.5,15.0,18.0,16.5
18,FY11,12.5,15.0,18.0,16.5
18,FY12,12.5,15.0,18.0,16.5
18,FY13,12.5,15.0,18.0,16.5
18,FY14,12.5,15.0,18.0,16.5
18,FY15,12.5,15.0,18.0,16.5
18,FY16,12.5,15.0,18.0,16.5
18,FY17,12.5,15.0,18.0,16.5
18,FY18,12.5,15.0,18.0,16.5
18,FY19,12.5,15.0,18.0,16.5
18,FY20,12.5,15.0,18.0,16.5
18,FY21,12.5,15.0,18.0,16.5
18,FY22,12.5,15.0,18.0,16.5
18,FY23,12.5,15.0,18.0,16.5
18,FY24,12.5,15.0,18.0,16.5
19,FY11,12.5,15.0,18.0,16.5
19,FY12,12.5,15.0,18.0,16.5
19,FY13,12.5,15.0,18.0,16.5
19,FY14,12.5,15.0,18.0,16.5
19,FY15,12.5,15.0,18.0,16.5
19,FY16,12.5,15.0,18.0,16.5
19,FY17,12.5,15.0,18.0,16.5
19,FY18,12.5,15.0,18.0,16.5
19,FY19,12.5,15.0,18.0,16.5
19,FY20,12.5,15.0,18.0,16.5
19,FY21,12.5,15.0,18.0,16.5
19,FY22,12.5,15.0,18.0,16.5
19,FY23,12.5,15.0,18.0,16.5
19,FY24,12.5,15.0,18.0,16.5
20,FY11,12.5,15.0,18.0,16.5
20,FY12,12.5,15.0,18.0,16.5
20,FY13,12.5,15.0,18.0,16.5
20,FY14,12.5,15.0,18.0,16.5
20,FY15,12.5,15.0,18.0,16.5
20,FY16,12.5,15.0,18.0,16.5
20,FY17,12.5,15.0,18.0,16.5
20,FY18,12.5,15.0,18.0,16.5
20,FY19,12.5,15.0,18.0,16.5
20,FY20,12.5,15.0,18.0,16.5
20,FY21,12.5,15.0,18.0,16.5
20,FY22,12.5,15.0,18.0,16.5
20,FY23,12.5,15.0,18.0,16.5
20,FY24,12.5,15.0,18.0,16.5
21,FY11,12.5,15.0,18.0,16.5
21,FY12,12.5,15.0,18.0,16.5
21,FY13,12.5,15.0,18.0,16.5
21,FY14,12.5,15.0,18.0,16.5
21,FY15,12.5,15.0,18.0,16.5
21,FY16,12.5,15.0,18.0,16.5
21,FY17,12.5,15.0,18.0,16.5
21,FY18,12.5,15.0,18.0,16.5
21,FY19,12.5,15.0,18.0,16.5
21,FY20,12.5,15.0,18.0,16.5
21,FY21,12.5,15.0,18.0,16.5
21,FY22,12.5,15.0,18.0,16.5
21,FY23,12.5,15.0,18.0,16.5
21,FY24,12.5,15.0,18.0,16.5
22,FY11,12.5,15.0,18.0,16.5
22,FY12,12.5,15.0,18.0,16.5
22,FY13,12.5,15.0,18.0,16.5
22,FY14,12.5,15.0,18.0,16.5
22,FY15,12.5,15.0,18.0,16.5
22,FY16,12.5,15.0,18.0,16.5
22,FY17,12.5,15.0,18.0,16.5
22,FY18,12.5,15.0,18.0,16.5
22,FY19,12.5,15.0,18.0,16.5
22,FY20,12.5,15.0,18.0,16.5
22,FY21,12.5,15.0,18.0,16.5
22,FY22,12.5,15.0,18.0,16.5
22,FY23,12.5,15.0,18.0,16.5
22,FY24,12.5,15.0,18.0,16.5
23,FY11,12.5,15.0,18.0,16.5
23,FY12,12.5,15.0,18.0,16.5
23,FY13,12.5,15.0,18.0,16.5
23,FY14,12.5,15.0,18.0,16.5
23,FY15,12.5,15.0,18.0,16.5
23,FY16,12.5,15.0,18.0,16.5
23,FY17,12.5,15.0,18.0,16.5
23,FY18,12.5,15.0,18.0,16.5
23,FY19,12.5,15.0,18.0,16.5
23,FY20,12.5,15.0,18.0,16.5
23,FY21,12.5,15.0,18.0,16.5
23,FY22,12.5,15.0,18.0,16.5
23,FY23,12.5,15.0,18.0,16.5
23,FY24,12.5,15.0,18.0,16.5
24,FY11,12.5,15.0,18.0,16.5
24,FY12,12.5,15.0,18.0,16.5
24,FY13,12.5,15.0,18.0,16.5
24,FY14,12.5,15.0,18.0,16.5
24,FY15,12.5,15.0,18.0,16.5
24,FY16,12.5,15.0,18.0,16.5
24,FY17,12.5,15.0,18.0,16.5
24,FY18,12.5,15.0,18.0,16.5
24,FY19,12.5,15.0,18.0,16.5
24,FY20,12.5,15.0,18.0,16.5
24,FY21,12.5,15.0,18.0,16.5
24,FY22,12.5,15.0,18.0,16.5
24,FY23,12.5,15.0,18.0,16.5
24,FY24,12.5,15.0,18.0,16.5
25,FY11,12.5,15.0,18.0,16.5
25,FY12,12.5,15.0,18.0,16.5
25,FY13,12.5,15.0,18.0,16.5
25,FY14,12.5,15.0,18.0,16.5
25,FY15,12.5,15.0,18.0,16.5
25,FY16,12.5,15.0,18.0,16.5
25,FY17,12.5,15.0,18.0,16.5
25,FY18,12.5,15.0,18.0,16.5
25,FY19,12.5,15.0,18.0,16.5
25,FY20,12.5,15.0,18.0,16.5
25,FY21,12.5,15.0,18.0,16.5
25,FY22,12.5,15.0,18.0,16.5
25,FY23,12.5,15.0,18.0,16.5
25,FY24,12.5,15.0,18.0,16.5
26,FY11,12.5,15.0,18.0,16.5
26,FY12,12.5,15.0,18.0,16.5
26,FY13,12.5,15.0,18.0,16.5
26,FY14,12.5,15.0,18.0,16.5
26,FY15,12.5,15.0,18.0,16.5
26,FY16,12.5,15.0,18.0,16.5
26,FY17,12.5,15.0,18.0,16.5
26,FY18,12.5,15.0,18.0,16.5
26,FY19,12.5,15.0,18.0,16.5
26,FY20,12.5,15.0,18.0,16.5
26,FY21,12.5,15.0,18.0,16.5
26,FY22,12.5,15.0,18.0,16.5
26,FY23,12.5,15.0,18.0,16.5
26,FY24,12.5,15.0,18.0,16.5
27,FY11,12.5,15.0,18.0,16.5
27,FY12,12.5,15.0,18.0,16.5
27,FY13,12.5,15.0,18.0,16.5
27,FY14,12.5,15.0,18.0,16.5
27,FY15,12.5,15.0,18.0,16.5
27,FY16,12.5,15.0,18.0,16.5
27,FY17,12.5,15.0,18.0,16.5
27,FY18,12.5,15.0,18.0,16.5
27,FY19,12.5,15.0,18.0,16.5
27,FY20,12.5,15.0,18.0,16.5
27,FY21,12.5,15.0,18.0,16.5
27,FY22,12.5,15.0,18.0,16.5
27,FY23,12.5,15.0,18.0,16.5
27,FY24,12.5,15.0,18.0,16.5
28,FY11,12.5,15.0,18.0,16.5
28,FY12,12.5,15.0,18.0,16.5
28,FY13,12.5,15.0,18.0,16.5
28,FY14,12.5,15.0,18.0,16.5
28,FY15,12.5,15.0,18.0,16.5
28,FY16,12.5,15.0,18.0,16.5
28,FY17,12.5,15.0,18.0,16.5
28,FY18,12.5,15.0,18.0,16.5
28,FY19,12.5,15.0,18.0,16.5
28,FY20,12.5,15.0,18.0,16.5
28,FY21,12.5,15.0,18.0,16.5
28,FY22,12.5,15.0,18.0,16.5
28,FY23,12.5,15.0,18.0,16.5
28,FY24,12.5,15.0,18.0,16.5
29,FY11,12.5,15.0,18.0,16.5
29,FY12,12.5,15.0,18.0,16.5
29,FY13,12.5,15.0,18.0,16.5
29,FY14,12.5,15.0,18.0,16.5
29,FY15,12.5,15.0,18.0,16.5
29,FY16,12.5,15.0,18.0,16.5
29,FY17,12.5,15.0,18.0,16.5
29,FY18,12.5,15.0,18.0,16.5
29,FY19,12.5,15.0,18.0,16.5
29,FY20,12.5,15.0,18.0,16.5
29,FY21,12.5,15.0,18.0,16.5
29,FY22,12.5,15.0,18.0,16.5
29,FY23,12.5,15.0,18.0,16.5
29,FY24,12.5,15.0,18.0,16.5
30,FY11,12.5,15.0,18.0,16.5
30,FY12,12.5,15.0,18.0,16.5
30,FY13,12.5,15.0,18.0,16.5
30,FY14,12.5,15.0,18.0,16.5
30,FY15,12.5,15.0,18.0,16.5
30,FY16,12.5,15.0,18.0,16.5
30,FY17,12.5,15.0,18.0,16.5
30,FY18,12.5,15.0,18.0,16.5
30,FY19,12.5,15.0,18.0,16.5
30,FY20,12.5,15.0,18.0,16.5
30,FY21,12.5,15.0,18.0,16.5
30,FY22,12.5,15.0,18.0,16.5
30,FY23,12.5,15.0,18.0,16.5
30,FY24,12.5,15.0,18.0,16.5
31,FY11,12.5,15.0,18.0,16.5
31,FY12,12.5,15.0,18.0,16.5
31,FY13,12.5,15.0,18.0,16.5
31,FY14,12.5,15.0,18.0,16.5
31,FY15,12.5,15.0,18.0,16.5
31,FY16,12.5,15.0,18.0,16.5
31,FY17,12.5,15.0,18.0,16.5
31,FY18,12.5,15.0,18.0,16.5
31,FY19,12.5,15.0,18.0,16.5
31,FY20,12.5,15.0,18.0,16.5
31,FY21,12.5,15.0,18.0,16.5
31,FY22,12.5,15.0,18.0,16.5
31,FY23,12.5,15.0,18.0,16.5
31,FY24,12.5,15.0,18.0,16.5
32,FY11,12.5,15.0,18.0,16.5
32,FY12,12.5,15.0,18.0,16.5
32,FY13,12.5,15.0,18.0,16.5
32,FY14,12.5,15.0,18.0,16.5
32,FY15,12.5,15.0,18.0,16.5
32,FY16,12.5,15.0,18.0,16.5
32,FY17,12.5,15.0,18.0,16.5
32,FY18,12.5,15.0,18.0,16.5
32,FY19,12.5,15.0,18.0,16.5
32,FY20,12.5,15.0,18.0,16.5
32,FY21,12.5,15.0,18.0,16.5
32,FY22,12.5,15.0,18.0,16.5
32,FY23,12.5,15.0,18.0,16.5
32,FY24,12.5,15.0,18.0,16.5
33,FY11,12.5,15.0,18.0,16.5
33,FY12,12.5,15.0,18.0,16.5
33,FY13,12.5,15.0,18.0,16.5
33,FY14,12.5,15.0,18.0,16.5
33,FY15,12.5,15.0,18.0,16.5
33,FY16,12.5,15.0,18.0,16.5
33,FY17,12.5,15.0,18.0,16.5
33,FY18,12.5,15.0,18.0,16.5
33,FY19,12.5,15.0,18.0,16.5
33,FY20,12.5,15.0,18.0,16.5
33,FY21,12.5,15.0,18.0,16.5
33,FY22,12.5,15.0,18.0,16.5
33,FY23,12.5,15.0,18.0,16.5
33,FY24,12.5,15.0,18.0,16.5
34,FY11,12.5,15.0,18.0,16.5
34,FY12,12.5,15.0,18.0,16.5
34,FY13,12.5,15.0,18.0,16.5
34,FY14,12.5,15.0,18.0,16.5
34,FY15,12.5,15.0,18.0,16.5
34,FY16,12.5,15.0,18.0,16.5
34,FY17,12.5,15.0,18.0,16.5
34,FY18,12.5,15.0,18.0,16.5
34,FY19,12.5,15.0,18.0,16.5
34,FY20,12.5,15.0,18.0,16.5
34,FY21,12.5,15.0,18.0,16.5
34,FY22,12.5,15.0,18.0,16.5
34,FY23,12.5,15.0,18.0,16.5
34,FY24,12.5,15.0,18.0,16.5
35,FY11,12.5,15.0,18.0,16.5
35,FY12,12.5,15.0,18.0,16.5
35,FY13,12.5,15.0,18.0,16.5
35,FY14,12.5,15.0,18.0,16.5
35,FY15,12.5,15.0,18.0,16.5
35,FY16,12.5,15.0,18.0,16.5
35,FY17,12.5,15.0,18.0,16.5
35,FY18,12.5,15.0,18.0,16.5
35,FY19,12.5,15.0,18.0,16.5
35,FY20,12.5,15.0,18.0,16.5
35,FY21,12.5,15.0,18.0,16.5
35,FY22,12.5,15.0,18.0,16.5
35,FY23,12.5,15.0,18.0,16.5
35,FY24,12.5,15.0,18.0,16.5
36,FY11,12.5,15.0,18.0,16.5
36,FY12,12.5,15.0,18.0,16.5
36,FY13,12.5,15.0,18.0,16.5
36,FY14,12.5,15.0,18.0,16.5
36,FY15,12.5,15.0,18.0,16.5
36,FY16,12.5,15.0,18.0,16.5
36,FY17,12.5,15.0,18.0,16.5
36,FY18,12.5,15.0,18.0,16.5
36,FY19,12.5,15.0,18.0,16.5
36,FY20,12.5,15.0,18.0,16.5
36,FY21,12.5,15.0,18.0,16.5
36,FY22,12.5,15.0,18.0,16.5
36,FY23,12.5,15.0,18.0,16.5
36,FY24,12.5,15.0,18.0,16.5
37,FY11,12.5,15.0,18.0,16.5
37,FY12,12.5,15.0,18.0,16.5
37,FY13,12.5,15.0,18.0,16.5
37,FY14,12.5,15.0,18.0,16.5
37,FY15,12.5,15.0,18.0,16.5
37,FY16,12.5,15.0,18.0,16.5
37,FY17,12.5,15.0,18.0,16.5
37,FY18,12.5,15.0,18.0,16.5
37,FY19,12.5,15.0,18.0,16.5
37,FY20,12.5,15.0,18.0,16.5
37,FY21,12.5,15.0,18.0,16.5
37,FY22,12.5,15.0,18.0,16.5
37,FY23,12.5,15.0,18.0,16.5
37,FY24,12.5,15.0,18.0,16.5
38,FY11,12.5,15.0,18.0,16.5
38,FY12,12.5,15.0,18.0,16.5
38,FY13,12.5,15.0,18.0,16.5
38,FY14,12.5,15.0,18.0,16.5
38,FY15,12.5,15.0,18.0,16.5
38,FY16,12.5,15.0,18.0,16.5
38,FY17,12.5,15.0,18.0,16.5
38,FY18,12.5,15.0,18.0,16.5
38,FY19,12.5,15.0,18.0,16.5
38,FY20,12.5,15.0,18.0,16.5
38,FY21,12.5,15.0,18.0,16.5
38,FY22,12.5,15.0,18.0,16.5
38,FY23,12.5,15.0,18.0,16.5
38,FY24,12.5,15.0,18.0,16.5
39,FY11,12.5,15.0,18.0,16.5
39,FY12,12.5,15.0,18.0,16.5
39,FY13,12.5,15.0,18.0,16.5
39,FY14,12.5,15.0,18.0,16.5
39,FY15,12.5,15.0,18.0,16.5
39,FY16,12.5,15.0,18.0,16.5
39,FY17,12.5,15.0,18.0,16.5
39,FY18,12.5,15.0,18.0,16.5
39,FY19,12.5,15.0,18.0,16.5
39,FY20,12.5,15.0,18.0,16.5
39,FY21,12.5,15.0,18.0,16.5
39,FY22,12.5,15.0,18.0,16.5
39,FY23,12.5,15.0,18.0,16.5
39,FY24,12.5,15.0,18.0,16.5
40,FY11,12.5,15.0,18.0,16.5
40,FY12,12.5,15.0,18.0,16.5
40,FY13,12.5,15.0,18.0,16.5
40,FY14,12.5,15.0,18.0,16.5
40,FY15,12.5,15.0,18.0,16.5
40,FY16,12.5,15.0,18.0,16.5
40,FY17,12.5,15.0,18.0,16.5
40,FY18,12.5,15.0,18.0,16.5
40,FY19,12.5,15.0,18.0,16.5
40,FY20,12.5,15.0,18.0,16.5
40,FY21,12.5,15.0,18.0,16.5
40,FY22,12.5,15.0,18.0,16.5
40,FY23,12.5,15.0,18.0,16.5
40,FY24,12.5,15.0,18.0,16.5
41,FY11,12.5,15.0,18.0,16.5
41,FY12,12.5,15.0,18.0,16.5
41,FY13,12.5,15.0,18.0,16.5
41,FY14,12.5,15.0,18.0,16.5
41,FY15,12.5,15.0,18.0,16.5
41,FY16,12.5,15.0,18.0,16.5
41,FY17,12.5,15.0,18.0,16.5
41,FY18,12.5,15.0,18.0,16.5
41,FY19,12.5,15.0,18.0,16.5
41,FY20,12.5,15.0,18.0,16.5
41,FY21,12.5,15.0,18.0,16.5
41,FY22,12.5,15.0,18.0,16.5
41,FY23,12.5,15.0,18.0,16.5
41,FY24,12.5,15.0,18.0,16.5
42,FY11,12.5,15.0,18.0,16.5
42,FY12,12.5,15.0,18.0,16.5
42,FY13,12.5,15.0,18.0,16.5
42,FY14,12.5,15.0,18.0,16.5
42,FY15,12.5,15.0,18.0,16.5
42,FY16,12.5,15.0,18.0,16.5
42,FY17,12.5,15.0,18.0,16.5
42,FY18,12.5,15.0,18.0,16.5
42,FY19,12.5,15.0,18.0,16.5
42,FY20,12.5,15.0,18.0,16.5
42,FY21,12.5,15.0,18.0,16.5
42,FY22,12.5,15.0,18.0,16.5
42,FY23,12.5,15.0,18.0,16.5
42,FY24,12.5,15.0,18.0,16.5
43,FY11,12.5,15.0,18.0,16.5
43,FY12,12.5,15.0,18.0,16.5
43,FY13,12.5,15.0,18.0,16.5
43,FY14,12.5,15.0,18.0,16.5
43,FY15,12.5,15.0,18.0,16.5
43,FY16,12.5,15.0,18.0,16.5
43,FY17,12.5,15.0,18.0,16.5
43,FY18,12.5,15.0,18.0,16.5
43,FY19,12.5,15.0,18.0,16.5
43,FY20,12.5,15.0,18.0,16.5
43,FY21,12.5,15.0,18.0,16.5
43,FY22,12.5,15.0,18.0,16.5
43,FY23,12.5,15.0,18.0,16.5
43,FY24,12.5,15.0,18.0,16.5
44,FY11,12.5,15.0,18.0,16.5
44,FY12,12.5,15.0,18.0,16.5
44,FY13,12.5,15.0,18.0,16.5
44,FY14,12.5,15.0,18.0,16.5
44,FY15,12.5,15.0,18.0,16.5
44,FY16,12.5,15.0,18.0,16.5
44,FY17,12.5,15.0,18.0,16.5
44,FY18,12.5,15.0,18.0,16.5
44,FY19,12.5,15.0,18.0,16.5
44,FY20,12.5,15.0,18.0,16.5
44,FY21,12.5,15.0,18.0,16.5
44,FY22,12.5,15.0,18.0,16.5
44,FY23,12.5,15.0,18.0,16.5
44,FY24,12.5,15.0,18.0,16.5
45,FY11,12.5,15.0,18.0,16.5
45,FY12,12.5,15.0,18.0,16.5
45,FY13,12.5,15.0,18.0,16.5
45,FY14,12.5,15.0,18.0,16.5
45,FY15,12.5,15.0,18.0,16.5
45,FY16,12.5,15.0,18.0,16.5
45,FY17,12.5,15.0,18.0,16.5
45,FY18,12.5,15.0,18.0,16.5
45,FY19,12.5,15.0,18.0,16.5
45,FY20,12.5,15.0,18.0,16.5
45,FY21,12.5,15.0,18.0,16.5
45,FY22,12.5,15.0,18.0,16.5
45,FY23,12.5,15.0,18.0,16.5
45,FY24,12.5,15.0,18.0,16.5
46,FY11,12.5,15.0,18.0,16.5
