company_id,year,cfo,cfi,cff,net_cash_flow
8,2023-24,2099.22,-1259.53,-629.77,209.92
9,2011-12,4290.46,-2574.28,-1287.14,429.04
9,2012-13,2694.95,-1616.97,-808.48,269.5
9,2013-14,3670.2,-2202.12,-1101.06,367.02
9,2014-15,1382.14,-829.28,-414.64,138.22
9,2015-16,3495.44,-2097.26,-1048.63,349.55
9,2016-17,2807.07,-1684.24,-842.12,280.71
9,2017-18,3346.43,-2007.86,-1003.93,334.64
9,2018-19,1672.06,-1003.24,-501.62,167.2
9,2019-20,3947.49,-2368.49,-1184.25,394.75
9,2020-21,4451.19,-2670.71,-1335.36,445.12
9,2021-22,1866.96,-1120.18,-560.09,186.69
9,2022-23,1382.86,-829.72,-414.86,138.28
9,2023-24,1094.55,-656.73,-328.36,109.46
10,2011-12,3567.89,-2140.73,-1070.37,356.79
10,2012-13,3428.38,-2057.03,-1028.51,342.84
10,2013-14,3186.79,-1912.07,-956.04,318.68
10,2014-15,1927.79,-1156.67,-578.34,192.78
10,2015-16,2563.62,-1538.17,-769.09,256.36
10,2016-17,3377.91,-2026.75,-1013.37,337.79
10,2017-18,2987.07,-1792.24,-896.12,298.71
10,2018-19,4951.14,-2970.68,-1485.34,495.12
10,2019-20,1545.76,-927.46,-463.73,154.57
10,2020-21,3780.58,-2268.35,-1134.17,378.06
10,2021-22,2617.28,-1570.37,-785.18,261.73
10,2022-23,2712.8,-1627.68,-813.84,271.28
10,2023-24,3870.39,-2322.23,-1161.12,387.04
11,2011-12,3769.74,-2261.84,-1130.92,376.98
11,2012-13,4965.02,-2979.01,-1489.51,496.5
11,2013-14,1513.58,-908.15,-454.07,151.36
11,2014-15,1416.44,-849.86,-424.93,141.65
11,2015-16,3897.36,-2338.42,-1169.21,389.73
11,2016-17,3313.55,-1988.13,-994.07,331.35
11,2017-18,2096.64,-1257.98,-628.99,209.67
11,2018-19,1317.68,-790.61,-395.3,131.77
11,2019-20,1342.63,-805.58,-402.79,134.26
11,2020-21,4576.76,-2746.06,-1373.03,457.67
11,2021-22,1767.47,-1060.48,-530.24,176.75
11,2022-23,2293.49,-1376.09,-688.05,229.35
11,2023-24,1906.63,-1143.98,-571.99,190.66
12,2011-12,2419.99,-1451.99,-726.0,242.0
12,2012-13,1277.7,-766.62,-383.31,127.77
12,2013-14,3076.24,-1845.74,-922.87,307.63
12,2014-15,1270.45,-762.27,-381.13,127.05
12,2015-16,4201.43,-2520.86,-1260.43,420.14
12,2016-17,1934.85,-1160.91,-580.45,193.49
12,2017-18,3160.05,-1896.03,-948.01,316.01
12,2018-19,4520.32,-2712.19,-1356.1,452.03
12,2019-20,3603.51,-2162.11,-1081.05,360.35
12,2020-21,3131.83,-1879.1,-939.55,313.18
12,2021-22,2297.34,-1378.4,-689.2,229.74
12,2022-23,2332.01,-1399.21,-699.6,233.2
12,2023-24,3677.95,-2206.77,-1103.38,367.8
13,2011-12,4976.56,-2985.94,-1492.97,497.65
13,2012-13,3647.36,-2188.42,-1094.21,364.73
13,2013-14,3231.13,-1938.68,-969.34,323.11
13,2014-15,3922.6,-2353.56,-1176.78,392.26
13,2015-16,2860.82,-1716.49,-858.25,286.08
13,2016-17,1240.57,-744.34,-372.17,124.06
13,2017-18,3249.19,-1949.51,-974.76,324.92
13,2018-19,4830.5,-2898.3,-1449.15,483.05
13,2019-20,1701.21,-1020.73,-510.36,170.12
13,2020-21,3760.02,-2256.01,-1128.01,376.0
13,2021-22,1803.73,-1082.24,-541.12,180.37
13,2022-23,3143.31,-1885.99,-942.99,314.33
13,2023-24,1386.71,-832.03,-416.01,138.67
14,2011-12,2801.48,-1680.89,-840.44,280.15
14,2012-13,4024.65,-2414.79,-1207.39,402.47
14,2013-14,2390.29,-1434.17,-717.09,239.03
14,2014-15,3659.65,-2195.79,-1097.89,365.97
14,2015-16,4181.8,-2509.08,-1254.54,418.18
14,2016-17,4708.71,-2825.23,-1412.61,470.87
14,2017-18,1938.57,-1163.14,-581.57,193.86
14,2018-19,2597.26,-1558.36,-779.18,259.72
14,2019-20,1609.66,-965.8,-482.9,160.96
14,2020-21,4969.93,-2981.96,-1490.98,496.99
14,2021-22,4708.0,-2824.8,-1412.4,470.8
14,2022-23,3159.83,-1895.9,-947.95,315.98
14,2023-24,4368.13,-2620.88,-1310.44,436.81
15,2011-12,3083.83,-1850.3,-925.15,308.38
15,2012-13,3494.34,-2096.6,-1048.3,349.44
15,2013-14,1356.5,-813.9,-406.95,135.65
15,2014-15,4021.08,-2412.65,-1206.32,402.11
15,2015-16,1510.85,-906.51,-453.25,151.09
15,2016-17,4304.27,-2582.56,-1291.28,430.43
15,2017-18,4128.11,-2476.87,-1238.43,412.81
15,2018-19,3834.98,-2300.99,-1150.49,383.5
15,2019-20,1144.64,-686.78,-343.39,114.47
15,2020-21,2212.51,-1327.51,-663.75,221.25
15,2021-22,2052.45,-1231.47,-615.73,205.25
15,2022-23,2440.55,-1464.33,-732.17,244.05
15,2023-24,1350.57,-810.34,-405.17,135.06
16,2011-12,4747.83,-2848.7,-1424.35,474.78
16,2012-13,3215.21,-1929.13,-964.56,321.52
16,2013-14,2222.1,-1333.26,-666.63,222.21
16,2014-15,2587.93,-1552.76,-776.38,258.79
16,2015-16,2788.81,-1673.29,-836.64,278.88
16,2016-17,3402.38,-2041.43,-1020.71,340.24
16,2017-18,3062.72,-1837.63,-918.82,306.27
16,2018-19,4677.57,-2806.54,-1403.27,467.76
16,2019-20,2987.85,-1792.71,-896.35,298.79
16,2020-21,4968.63,-2981.18,-1490.59,496.86
16,2021-22,4405.7,-2643.42,-1321.71,440.57
16,2022-23,1834.04,-1100.42,-550.21,183.41
16,2023-24,4722.38,-2833.43,-1416.71,472.24
17,2011-12,1465.47,-879.28,-439.64,146.55
17,2012-13,4269.8,-2561.88,-1280.94,426.98
17,2013-14,2522.49,-1513.49,-756.75,252.25
17,2014-15,4511.9,-2707.14,-1353.57,451.19
17,2015-16,4472.23,-2683.34,-1341.67,447.22
17,2016-17,4223.7,-2534.22,-1267.11,422.37
17,2017-18,4160.12,-2496.07,-1248.04,416.01
17,2018-19,2218.72,-1331.23,-665.62,221.87
17,2019-20,1323.68,-794.21,-397.1,132.37
17,2020-21,2611.92,-1567.15,-783.58,261.19
17,2021-22,1694.1,-1016.46,-508.23,169.41
17,2022-23,3779.8,-2267.88,-1133.94,377.98
17,2023-24,2384.4,-1430.64,-715.32,238.44
18,2011-12,4902.44,-2941.46,-1470.73,490.25
18,2012-13,3563.89,-2138.33,-1069.17,356.39
18,2013-14,4289.92,-2573.95,-1286.98,428.99
18,2014-15,1530.1,-918.06,-459.03,153.01
18,2015-16,4448.06,-2668.84,-1334.42,444.8
18,2016-17,4691.03,-2814.62,-1407.31,469.1
18,2017-18,2948.25,-1768.95,-884.48,294.82
18,2018-19,3425.01,-2055.01,-1027.5,342.5
18,2019-20,4059.24,-2435.54,-1217.77,405.93
18,2020-21,1699.35,-1019.61,-509.8,169.94
18,2021-22,3010.26,-1806.16,-903.08,301.02
18,2022-23,2594.65,-1556.79,-778.39,259.47
18,2023-24,1585.5,-951.3,-475.65,158.55
19,2011-12,2470.14,-1482.08,-741.04,247.02
19,2012-13,1272.69,-763.61,-381.81,127.27
19,2013-14,1103.25,-661.95,-330.97,110.33
19,2014-15,1540.67,-924.4,-462.2,154.07
19,2015-16,4852.46,-2911.48,-1455.74,485.24
19,2016-17,3198.12,-1918.87,-959.44,319.81
19,2017-18,4863.29,-2917.97,-1458.99,486.33
19,2018-19,2729.99,-1637.99,-819.0,273.0
19,2019-20,2247.26,-1348.36,-674.18,224.72
19,2020-21,3024.57,-1814.74,-907.37,302.46
19,2021-22,2758.05,-1654.83,-827.42,275.8
19,2022-23,1422.66,-853.6,-426.8,142.26
19,2023-24,3563.31,-2137.99,-1068.99,356.33
20,2011-12,1864.15,-1118.49,-559.25,186.41
20,2012-13,3478.35,-2087.01,-1043.5,347.84
20,2013-14,3600.8,-2160.48,-1080.24,360.08
20,2014-15,1608.1,-964.86,-482.43,160.81
20,2015-16,1245.4,-747.24,-373.62,124.54
20,2016-17,4123.05,-2473.83,-1236.91,412.31
20,2017-18,2839.2,-1703.52,-851.76,283.92
20,2018-19,1232.66,-739.6,-369.8,123.26
20,2019-20,4979.47,-2987.68,-1493.84,497.95
20,2020-21,1231.12,-738.67,-369.34,123.11
20,2021-22,3780.14,-2268.08,-1134.04,378.02
20,2022-23,4934.72,-2960.83,-1480.42,493.47
20,2023-24,1956.72,-1174.03,-587.02,195.67
21,2011-12,1569.0,-941.4,-470.7,156.9
21,2012-13,1485.54,-891.32,-445.66,148.56
21,2013-14,2213.1,-1327.86,-663.93,221.31
21,2014-15,1404.18,-842.51,-421.25,140.42
21,2015-16,3768.65,-2261.19,-1130.6,376.86
21,2016-17,1249.17,-749.5,-374.75,124.92
21,2017-18,3037.69,-1822.61,-911.31,303.77
21,2018-19,4986.79,-2992.07,-1496.04,498.68
21,2019-20,4255.88,-2553.53,-1276.76,425.59
21,2020-21,3460.88,-2076.53,-1038.26,346.09
21,2021-22,2225.01,-1335.01,-667.5,222.5
21,2022-23,3495.58,-2097.35,-1048.67,349.56
21,2023-24,3108.17,-1864.9,-932.45,310.82
22,2011-12,2704.33,-1622.6,-811.3,270.43
22,2012-13,1522.84,-913.7,-456.85,152.29
22,2013-14,4546.42,-2727.85,-1363.93,454.64
22,2014-15,2799.14,-1679.48,-839.74,279.92
22,2015-16,1778.49,-1067.09,-533.55,177.85
22,2016-17,2471.04,-1482.62,-741.31,247.11
22,2017-18,2656.52,-1593.91,-796.96,265.65
22,2018-19,4310.15,-2586.09,-1293.04,431.02
22,2019-20,3934.46,-2360.68,-1180.34,393.44
22,2020-21,4077.22,-2446.33,-1223.17,407.72
22,2021-22,1044.13,-626.48,-313.24,104.41
22,2022-23,2664.62,-1598.77,-799.39,266.46
22,2023-24,2925.38,-1755.23,-877.61,292.54
23,2011-12,1076.77,-646.06,-323.03,107.68
23,2012-13,2039.25,-1223.55,-611.77,203.93
23,2013-14,4041.16,-2424.7,-1212.35,404.11
23,2014-15,1548.44,-929.06,-464.53,154.85
23,2015-16,3141.24,-1884.74,-942.37,314.13
23,2016-17,1860.81,-1116.49,-558.24,186.08
23,2017-18,1048.48,-629.09,-314.54,104.85
23,2018-19,1964.81,-1178.89,-589.44,196.48
23,2019-20,4903.5,-2942.1,-1471.05,490.35
23,2020-21,4206.15,-2523.69,-1261.84,420.62
23,2021-22,4838.31,-2902.99,-1451.49,483.83
23,2022-23,2951.42,-1770.85,-885.43,295.14
23,2023-24,1438.94,-863.36,-431.68,143.9
24,2011-12,3191.84,-1915.1,-957.55,319.19
24,2012-13,2817.51,-1690.51,-845.25,281.75
24,2013-14,4377.43,-2626.46,-1313.23,437.74
24,2014-15,1392.33,-835.4,-417.7,139.23
24,2015-16,2952.96,-1771.78,-885.89,295.29
24,2016-17,1600.19,-960.11,-480.06,160.02
24,2017-18,2298.7,-1379.22,-689.61,229.87
24,2018-19,3949.43,-2369.66,-1184.83,394.94
24,2019-20,2904.07,-1742.44,-871.22,290.41
24,2020-21,2503.55,-1502.13,-751.07,250.35
24,2021-22,2577.91,-1546.75,-773.37,257.79
24,2022-23,2837.79,-1702.67,-851.34,283.78
24,2023-24,4140.07,-2484.04,-1242.02,414.01
25,2011-12,4568.34,-2741.0,-1370.5,456.84
25,2012-13,4821.34,-2892.8,-1446.4,482.14
25,2013-14,4147.61,-2488.57,-1244.28,414.76
25,2014-15,2261.63,-1356.98,-678.49,226.16
25,2015-16,3752.54,-2251.52,-1125.76,375.26
25,2016-17,2750.41,-1650.25,-825.12,275.04
25,2017-18,2018.68,-1211.21,-605.6,201.87
25,2018-19,4363.49,-2618.09,-1309.05,436.35
25,2019-20,1153.71,-692.23,-346.11,115.37
25,2020-21,4607.05,-2764.23,-1382.12,460.7
25,2021-22,2845.91,-1707.55,-853.77,284.59
25,2022-23,3548.81,-2129.29,-1064.64,354.88
25,2023-24,3637.42,-2182.45,-1091.23,363.74
26,2011-12,4580.47,-2748.28,-1374.14,458.05
26,2012-13,3546.68,-2128.01,-1064.0,354.67
26,2013-14,3455.73,-2073.44,-1036.72,345.57
26,2014-15,1266.61,-759.97,-379.98,126.66
26,2015-16,3073.63,-1844.18,-922.09,307.36
26,2016-17,1600.68,-960.41,-480.2,160.07
26,2017-18,3949.74,-2369.84,-1184.92,394.98
26,2018-19,3048.89,-1829.33,-914.67,304.89
26,2019-20,3720.91,-2232.55,-1116.27,372.09
26,2020-21,1166.69,-700.01,-350.01,116.67
26,2021-22,1339.17,-803.5,-401.75,133.92
26,2022-23,3865.29,-2319.17,-1159.59,386.53
26,2023-24,1288.34,-773.0,-386.5,128.84
27,2011-12,1285.03,-771.02,-385.51,128.5
27,2012-13,1048.43,-629.06,-314.53,104.84
27,2013-14,4826.01,-2895.61,-1447.8,482.6
27,2014-15,3950.03,-2370.02,-1185.01,395.0
27,2015-16,2413.01,-1447.81,-723.9,241.3
27,2016-17,2186.14,-1311.68,-655.84,218.62
27,2017-18,2398.81,-1439.29,-719.64,239.88
27,2018-19,4098.61,-2459.17,-1229.58,409.86
27,2019-20,3645.48,-2187.29,-1093.64,364.55
27,2020-21,1740.78,-1044.47,-522.23,174.08
27,2021-22,1696.44,-1017.86,-508.93,169.65
27,2022-23,1393.58,-836.15,-418.07,139.36
27,2023-24,3641.21,-2184.73,-1092.36,364.12
28,2011-12,4057.49,-2434.49,-1217.25,405.75
28,2012-13,2060.19,-1236.11,-618.06,206.02
28,2013-14,1083.78,-650.27,-325.13,108.38
28,2014-15,1328.69,-797.21,-398.61,132.87
28,2015-16,4871.44,-2922.86,-1461.43,487.15
28,2016-17,2181.78,-1309.07,-654.53,218.18
28,2017-18,4076.89,-2446.13,-1223.07,407.69
28,2018-19,3498.65,-2099.19,-1049.6,349.86
28,2019-20,2527.76,-1516.66,-758.33,252.77
28,2020-21,1822.75,-1093.65,-546.82,182.28
28,2021-22,1485.55,-891.33,-445.66,148.56
28,2022-23,3460.05,-2076.03,-1038.02,346.0
28,2023-24,4098.54,-2459.12,-1229.56,409.86
29,2011-12,3575.62,-2145.37,-1072.69,357.56
29,2012-13,3121.21,-1872.73,-936.36,312.12
29,2013-14,1167.8,-700.68,-350.34,116.78
29,2014-15,4873.96,-2924.38,-1462.19,487.39
29,2015-16,4194.86,-2516.92,-1258.46,419.48
29,2016-17,2171.29,-1302.77,-651.39,217.13
29,2017-18,4919.88,-2951.93,-1475.96,491.99
29,2018-19,3407.53,-2044.52,-1022.26,340.75
29,2019-20,3329.69,-1997.81,-998.91,332.97
29,2020-21,3992.29,-2395.37,-1197.69,399.23
29,2021-22,4247.08,-2548.25,-1274.12,424.71
29,2022-23,3625.91,-2175.55,-1087.77,362.59
29,2023-24,1512.38,-907.43,-453.71,151.24
30,2011-12,2353.07,-1411.84,-705.92,235.31
30,2012-13,4712.33,-2827.4,-1413.7,471.23
30,2013-14,1898.46,-1139.08,-569.54,189.84
30,2014-15,2488.67,-1493.2,-746.6,248.87
30,2015-16,2728.31,-1636.99,-818.49,272.83
30,2016-17,2757.62,-1654.57,-827.29,275.76
30,2017-18,3451.76,-2071.06,-1035.53,345.17
30,2018-19,4772.3,-2863.38,-1431.69,477.23
30,2019-20,1962.77,-1177.66,-588.83,196.28
30,2020-21,1486.01,-891.61,-445.8,148.6
30,2021-22,1789.88,-1073.93,-536.96,178.99
30,2022-23,4547.7,-2728.62,-1364.31,454.77
30,2023-24,3583.24,-2149.94,-1074.97,358.33
31,2011-12,2143.63,-1286.18,-643.09,214.36
31,2012-13,4263.79,-2558.27,-1279.14,426.38
31,2013-14,4445.48,-2667.29,-1333.64,444.55
31,2014-15,4386.06,-2631.64,-1315.82,438.6
31,2015-16,4675.71,-2805.43,-1402.71,467.57
31,2016-17,2008.96,-1205.38,-602.69,200.89
31,2017-18,4020.17,-2412.1,-1206.05,402.02
31,2018-19,2842.16,-1705.3,-852.65,284.21
31,2019-20,4367.99,-2620.79,-1310.4,436.8
31,2020-21,3913.96,-2348.38,-1174.19,391.39
31,2021-22,4105.79,-2463.47,-1231.74,410.58
31,2022-23,3624.65,-2174.79,-1087.39,362.47
31,2023-24,1709.72,-1025.83,-512.92,170.97
32,2011-12,3180.11,-1908.07,-954.03,318.01
32,2012-13,4938.68,-2963.21,-1481.6,493.87
32,2013-14,4749.55,-2849.73,-1424.87,474.95
32,2014-15,1172.69,-703.61,-351.81,117.27
32,2015-16,1659.26,-995.56,-497.78,165.92
32,2016-17,1526.92,-916.15,-458.08,152.69
32,2017-18,3903.92,-2342.35,-1171.18,390.39
32,2018-19,4271.14,-2562.68,-1281.34,427.12
32,2019-20,1854.05,-1112.43,-556.21,185.41
32,2020-21,3023.41,-1814.05,-907.02,302.34
32,2021-22,4362.81,-2617.69,-1308.84,436.28
32,2022-23,3931.21,-2358.73,-1179.36,393.12
32,2023-24,3168.95,-1901.37,-950.68,316.9
33,2011-12,3361.39,-2016.83,-1008.42,336.14
33,2012-13,3033.44,-1820.06,-910.03,303.35
33,2013-14,2190.19,-1314.11,-657.06,219.02
33,2014-15,3260.09,-1956.05,-978.03,326.01
33,2015-16,3755.54,-2253.32,-1126.66,375.56
33,2016-17,4493.29,-2695.97,-1347.99,449.33
33,2017-18,3545.17,-2127.1,-1063.55,354.52
33,2018-19,4044.49,-2426.69,-1213.35,404.45
33,2019-20,1640.29,-984.17,-492.09,164.03
33,2020-21,2846.23,-1707.74,-853.87,284.62
33,2021-22,1037.33,-622.4,-311.2,103.73
33,2022-23,1986.72,-1192.03,-596.02,198.67
33,2023-24,3905.85,-2343.51,-1171.75,390.59
34,2011-12,4967.24,-2980.34,-1490.17,496.73
34,2012-13,1396.71,-838.03,-419.01,139.67
34,2013-14,2605.98,-1563.59,-781.79,260.6
34,2014-15,4200.28,-2520.17,-1260.08,420.03
34,2015-16,1816.14,-1089.68,-544.84,181.62
34,2016-17,3220.34,-1932.2,-966.1,322.04
34,2017-18,3932.29,-2359.37,-1179.69,393.23
34,2018-19,3463.94,-2078.36,-1039.18,346.4
34,2019-20,1752.1,-1051.26,-525.63,175.21
34,2020-21,2421.54,-1452.92,-726.46,242.16
34,2021-22,4135.17,-2481.1,-1240.55,413.52
34,2022-23,3216.91,-1930.15,-965.07,321.69
34,2023-24,1020.92,-612.55,-306.28,102.09
35,2011-12,4043.96,-2426.38,-1213.19,404.39
35,2012-13,1141.25,-684.75,-342.38,114.12
35,2013-14,3982.94,-2389.76,-1194.88,398.3
35,2014-15,1809.92,-1085.95,-542.98,180.99
35,2015-16,4832.29,-2899.37,-1449.69,483.23
35,2016-17,2471.76,-1483.06,-741.53,247.17
35,2017-18,2307.73,-1384.64,-692.32,230.77
35,2018-19,1595.55,-957.33,-478.66,159.56
35,2019-20,2222.42,-1333.45,-666.73,222.24
35,2020-21,4506.6,-2703.96,-1351.98,450.66
35,2021-22,4985.34,-2991.2,-1495.6,498.54
35,2022-23,2473.24,-1483.94,-741.97,247.33
35,2023-24,2794.44,-1676.66,-838.33,279.45
36,2011-12,3888.28,-2332.97,-1166.48,388.83
36,2012-13,4544.78,-2726.87,-1363.43,454.48
36,2013-14,3372.18,-2023.31,-1011.65,337.22
36,2014-15,2566.1,-1539.66,-769.83,256.61
36,2015-16,2650.49,-1590.29,-795.15,265.05
36,2016-17,3782.47,-2269.48,-1134.74,378.25
36,2017-18,1012.87,-607.72,-303.86,101.29
36,2018-19,3478.36,-2087.02,-1043.51,347.83
36,2019-20,2421.97,-1453.18,-726.59,242.2
36,2020-21,4176.79,-2506.07,-1253.04,417.68
36,2021-22,1371.96,-823.18,-411.59,137.19
36,2022-23,3352.81,-2011.69,-1005.84,335.28
36,2023-24,2923.89,-1754.33,-877.17,292.39
37,2011-12,3569.3,-2141.58,-1070.79,356.93
37,2012-13,1259.41,-755.65,-377.82,125.94
37,2013-14,3319.94,-1991.96,-995.98,332.0
37,2014-15,3245.94,-1947.56,-973.78,324.6
37,2015-16,3242.64,-1945.58,-972.79,324.27
37,2016-17,3413.95,-2048.37,-1024.18,341.4
37,2017-18,3705.87,-2223.52,-1111.76,370.59
37,2018-19,4219.96,-2531.98,-1265.99,421.99
37,2019-20,2079.28,-1247.57,-623.78,207.93
37,2020-21,4300.2,-2580.12,-1290.06,430.02
37,2021-22,2993.02,-1795.81,-897.91,299.3
37,2022-23,1308.23,-784.94,-392.47,130.82
37,2023-24,1234.2,-740.52,-370.26,123.42
38,2011-12,2336.95,-1402.17,-701.08,233.7
38,2012-13,4139.59,-2483.75,-1241.88,413.96
38,2013-14,3830.72,-2298.43,-1149.22,383.07
38,2014-15,4154.46,-2492.68,-1246.34,415.44
38,2015-16,3069.08,-1841.45,-920.72,306.91
38,2016-17,2760.8,-1656.48,-828.24,276.08
38,2017-18,1589.81,-953.89,-476.94,158.98
38,2018-19,2312.77,-1387.66,-693.83,231.28
38,2019-20,2736.08,-1641.65,-820.82,273.61
38,2020-21,1354.4,-812.64,-406.32,135.44
38,2021-22,1882.45,-1129.47,-564.74,188.24
38,2022-23,3392.9,-2035.74,-1017.87,339.29
38,2023-24,3942.65,-2365.59,-1182.8,394.26
39,2011-12,4993.39,-2996.03,-1498.02,499.34
39,2012-13,4732.45,-2839.47,-1419.73,473.25
39,2013-14,3570.26,-2142.16,-1071.08,357.02
39,2014-15,2684.99,-1610.99,-805.5,268.5
39,2015-16,3544.71,-2126.83,-1063.41,354.47
39,2016-17,4142.61,-2485.57,-1242.78,414.26
39,2017-18,1473.34,-884.0,-442.0,147.34
39,2018-19,2639.62,-1583.77,-791.89,263.96
39,2019-20,4359.21,-2615.53,-1307.76,435.92
39,2020-21,2535.33,-1521.2,-760.6,253.53
39,2021-22,3287.49,-1972.49,-986.25,328.75
39,2022-23,3351.08,-2010.65,-1005.32,335.11
39,2023-24,1737.91,-1042.75,-521.37,173.79
40,2011-12,2448.94,-1469.36,-734.68,244.9
40,2012-13,2338.05,-1402.83,-701.42,233.8
40,2013-14,1104.79,-662.87,-331.44,110.48
40,2014-15,1096.77,-658.06,-329.03,109.68
