company_id,ticker,year,cfo_sign,cfi_sign,cff_sign,pattern_label
10,HINDUNILVR,2016,+,-,-,Reinvestor
10,HINDUNILVR,2017,+,-,-,Reinvestor
10,HINDUNILVR,2018,+,-,-,Reinvestor
10,HINDUNILVR,2019,+,-,-,Shareholder Returns
10,HINDUNILVR,2020,+,-,-,Reinvestor
10,HINDUNILVR,2021,+,-,-,Reinvestor
10,HINDUNILVR,2022,+,-,-,Reinvestor
10,HINDUNILVR,2023,+,-,-,Reinvestor
10,HINDUNILVR,2024,+,-,-,Reinvestor
11,LT,2012,+,-,-,Reinvestor
11,LT,2013,+,-,-,Reinvestor
11,LT,2014,+,-,-,Reinvestor
11,LT,2015,+,-,-,Reinvestor
11,LT,2016,+,-,-,Reinvestor
11,LT,2017,+,-,-,Reinvestor
11,LT,2018,+,-,-,Reinvestor
11,LT,2019,+,-,-,Reinvestor
11,LT,2020,+,-,-,Reinvestor
11,LT,2021,+,-,-,Reinvestor
11,LT,2022,+,-,-,Reinvestor
11,LT,2023,+,-,-,Reinvestor
11,LT,2024,+,-,-,Reinvestor
12,BAJFINANCE,2012,+,-,-,Reinvestor
12,BAJFINANCE,2013,+,-,-,Reinvestor
12,BAJFINANCE,2014,+,-,-,Reinvestor
12,BAJFINANCE,2015,+,-,-,Reinvestor
12,BAJFINANCE,2016,+,-,-,Reinvestor
12,BAJFINANCE,2017,+,-,-,Reinvestor
12,BAJFINANCE,2018,+,-,-,Reinvestor
12,BAJFINANCE,2019,+,-,-,Reinvestor
12,BAJFINANCE,2020,+,-,-,Reinvestor
12,BAJFINANCE,2021,+,-,-,Reinvestor
12,BAJFINANCE,2022,+,-,-,Reinvestor
12,BAJFINANCE,2023,+,-,-,Reinvestor
12,BAJFINANCE,2024,+,-,-,Reinvestor
13,HCLTECH,2012,+,-,-,Shareholder Returns
13,HCLTECH,2013,+,-,-,Reinvestor
13,HCLTECH,2014,+,-,-,Shareholder Returns
13,HCLTECH,2015,+,-,-,Reinvestor
13,HCLTECH,2016,+,-,-,Reinvestor
13,HCLTECH,2017,+,-,-,Reinvestor
13,HCLTECH,2018,+,-,-,Reinvestor
13,HCLTECH,2019,+,-,-,Shareholder Returns
13,HCLTECH,2020,+,-,-,Reinvestor
13,HCLTECH,2021,+,-,-,Reinvestor
13,HCLTECH,2022,+,-,-,Reinvestor
13,HCLTECH,2023,+,-,-,Reinvestor
13,HCLTECH,2024,+,-,-,Reinvestor
14,MARUTI,2012,+,-,-,Reinvestor
14,MARUTI,2013,+,-,-,Reinvestor
14,MARUTI,2014,+,-,-,Reinvestor
14,MARUTI,2015,+,-,-,Reinvestor
14,MARUTI,2016,+,-,-,Shareholder Returns
14,MARUTI,2017,+,-,-,Shareholder Returns
14,MARUTI,2018,+,-,-,Reinvestor
14,MARUTI,2019,+,-,-,Reinvestor
14,MARUTI,2020,+,-,-,Reinvestor
14,MARUTI,2021,+,-,-,Shareholder Returns
14,MARUTI,2022,+,-,-,Reinvestor
14,MARUTI,2023,+,-,-,Reinvestor
14,MARUTI,2024,+,-,-,Reinvestor
15,SUNPHARMA,2012,+,-,-,Reinvestor
15,SUNPHARMA,2013,+,-,-,Shareholder Returns
15,SUNPHARMA,2014,+,-,-,Reinvestor
15,SUNPHARMA,2015,+,-,-,Reinvestor
15,SUNPHARMA,2016,+,-,-,Reinvestor
15,SUNPHARMA,2017,+,-,-,Reinvestor
15,SUNPHARMA,2018,+,-,-,Reinvestor
15,SUNPHARMA,2019,+,-,-,Reinvestor
15,SUNPHARMA,2020,+,-,-,Reinvestor
15,SUNPHARMA,2021,+,-,-,Reinvestor
15,SUNPHARMA,2022,+,-,-,Reinvestor
15,SUNPHARMA,2023,+,-,-,Reinvestor
15,SUNPHARMA,2024,+,-,-,Reinvestor
16,AXISBANK,2012,+,-,-,Shareholder Returns
16,AXISBANK,2013,+,-,-,Reinvestor
16,AXISBANK,2014,+,-,-,Reinvestor
16,AXISBANK,2015,+,-,-,Reinvestor
16,AXISBANK,2016,+,-,-,Reinvestor
16,AXISBANK,2017,+,-,-,Reinvestor
16,AXISBANK,2018,+,-,-,Reinvestor
16,AXISBANK,2019,+,-,-,Shareholder Returns
16,AXISBANK,2020,+,-,-,Reinvestor
16,AXISBANK,2021,+,-,-,Shareholder Returns
16,AXISBANK,2022,+,-,-,Shareholder Returns
16,AXISBANK,2023,+,-,-,Reinvestor
16,AXISBANK,2024,+,-,-,Reinvestor
17,ADANIENT,2012,+,-,-,Reinvestor
17,ADANIENT,2013,+,-,-,Reinvestor
17,ADANIENT,2014,+,-,-,Reinvestor
17,ADANIENT,2015,+,-,-,Reinvestor
17,ADANIENT,2016,+,-,-,Reinvestor
17,ADANIENT,2017,+,-,-,Reinvestor
17,ADANIENT,2018,+,-,-,Reinvestor
17,ADANIENT,2019,+,-,-,Reinvestor
17,ADANIENT,2020,+,-,-,Reinvestor
17,ADANIENT,2021,+,-,-,Reinvestor
17,ADANIENT,2022,+,-,-,Reinvestor
17,ADANIENT,2023,+,-,-,Reinvestor
17,ADANIENT,2024,+,-,-,Reinvestor
18,KOTAKBANK,2012,+,-,-,Reinvestor
18,KOTAKBANK,2013,+,-,-,Reinvestor
18,KOTAKBANK,2014,+,-,-,Shareholder Returns
18,KOTAKBANK,2015,+,-,-,Reinvestor
18,KOTAKBANK,2016,+,-,-,Reinvestor
18,KOTAKBANK,2017,+,-,-,Shareholder Returns
18,KOTAKBANK,2018,+,-,-,Reinvestor
18,KOTAKBANK,2019,+,-,-,Reinvestor
18,KOTAKBANK,2020,+,-,-,Reinvestor
18,KOTAKBANK,2021,+,-,-,Reinvestor
18,KOTAKBANK,2022,+,-,-,Reinvestor
18,KOTAKBANK,2023,+,-,-,Reinvestor
18,KOTAKBANK,2024,+,-,-,Reinvestor
19,TITAN,2012,+,-,-,Reinvestor
19,TITAN,2013,+,-,-,Reinvestor
19,TITAN,2014,+,-,-,Reinvestor
19,TITAN,2015,+,-,-,Reinvestor
19,TITAN,2016,+,-,-,Reinvestor
19,TITAN,2017,+,-,-,Reinvestor
19,TITAN,2018,+,-,-,Reinvestor
19,TITAN,2019,+,-,-,Reinvestor
19,TITAN,2020,+,-,-,Reinvestor
19,TITAN,2021,+,-,-,Reinvestor
19,TITAN,2022,+,-,-,Reinvestor
19,TITAN,2023,+,-,-,Reinvestor
19,TITAN,2024,+,-,-,Reinvestor
20,ONGC,2012,+,-,-,Shareholder Returns
20,ONGC,2013,+,-,-,Shareholder Returns
20,ONGC,2014,+,-,-,Shareholder Returns
20,ONGC,2015,+,-,-,Shareholder Returns
20,ONGC,2016,+,-,-,Shareholder Returns
20,ONGC,2017,+,-,-,Shareholder Returns
20,ONGC,2018,+,-,-,Shareholder Returns
20,ONGC,2019,+,-,-,Shareholder Returns
20,ONGC,2020,+,-,-,Shareholder Returns
20,ONGC,2021,+,-,-,Reinvestor
20,ONGC,2022,+,-,-,Shareholder Returns
20,ONGC,2023,+,-,-,Shareholder Returns
20,ONGC,2024,+,-,-,Shareholder Returns
21,TATAMOTORS,2012,+,-,-,Shareholder Returns
21,TATAMOTORS,2013,+,-,-,Shareholder Returns
21,TATAMOTORS,2014,+,-,-,Shareholder Returns
21,TATAMOTORS,2015,+,-,-,Reinvestor
21,TATAMOTORS,2016,+,-,-,Shareholder Returns
21,TATAMOTORS,2017,+,-,-,Reinvestor
21,TATAMOTORS,2018,+,-,-,Shareholder Returns
21,TATAMOTORS,2019,+,-,-,Shareholder Returns
21,TATAMOTORS,2020,+,-,-,Shareholder Returns
21,TATAMOTORS,2021,+,-,-,Shareholder Returns
21,TATAMOTORS,2022,+,-,-,Shareholder Returns
21,TATAMOTORS,2023,+,-,-,Reinvestor
21,TATAMOTORS,2024,+,-,-,Reinvestor
22,NTPC,2012,+,-,-,Reinvestor
22,NTPC,2013,+,-,-,Reinvestor
22,NTPC,2014,+,-,-,Reinvestor
22,NTPC,2015,+,-,-,Reinvestor
22,NTPC,2016,+,-,-,Reinvestor
22,NTPC,2017,+,-,-,Reinvestor
22,NTPC,2018,+,-,-,Reinvestor
22,NTPC,2019,+,-,-,Reinvestor
22,NTPC,2020,+,-,-,Reinvestor
22,NTPC,2021,+,-,-,Reinvestor
22,NTPC,2022,+,-,-,Reinvestor
22,NTPC,2023,+,-,-,Reinvestor
22,NTPC,2024,+,-,-,Reinvestor
23,POWERGRID,2012,+,-,-,Reinvestor
23,POWERGRID,2013,+,-,-,Shareholder Returns
23,POWERGRID,2014,+,-,-,Shareholder Returns
23,POWERGRID,2015,+,-,-,Reinvestor
23,POWERGRID,2016,+,-,-,Reinvestor
23,POWERGRID,2017,+,-,-,Reinvestor
23,POWERGRID,2018,+,-,-,Reinvestor
23,POWERGRID,2019,+,-,-,Reinvestor
23,POWERGRID,2020,+,-,-,Reinvestor
23,POWERGRID,2021,+,-,-,Reinvestor
23,POWERGRID,2022,+,-,-,Reinvestor
23,POWERGRID,2023,+,-,-,Reinvestor
23,POWERGRID,2024,+,-,-,Reinvestor
24,ULTRACEMCO,2012,+,-,-,Shareholder Returns
24,ULTRACEMCO,2013,+,-,-,Reinvestor
24,ULTRACEMCO,2014,+,-,-,Reinvestor
24,ULTRACEMCO,2015,+,-,-,Reinvestor
24,ULTRACEMCO,2016,+,-,-,Reinvestor
24,ULTRACEMCO,2017,+,-,-,Reinvestor
24,ULTRACEMCO,2018,+,-,-,Reinvestor
24,ULTRACEMCO,2019,+,-,-,Reinvestor
24,ULTRACEMCO,2020,+,-,-,Reinvestor
24,ULTRACEMCO,2021,+,-,-,Reinvestor
24,ULTRACEMCO,2022,+,-,-,Reinvestor
24,ULTRACEMCO,2023,+,-,-,Reinvestor
24,ULTRACEMCO,2024,+,-,-,Reinvestor
25,ASIANPAINT,2012,+,-,-,Shareholder Returns
25,ASIANPAINT,2013,+,-,-,Shareholder Returns
25,ASIANPAINT,2014,+,-,-,Reinvestor
25,ASIANPAINT,2015,+,-,-,Reinvestor
25,ASIANPAINT,2016,+,-,-,Reinvestor
25,ASIANPAINT,2017,+,-,-,Reinvestor
25,ASIANPAINT,2018,+,-,-,Reinvestor
25,ASIANPAINT,2019,+,-,-,Shareholder Returns
25,ASIANPAINT,2020,+,-,-,Reinvestor
25,ASIANPAINT,2021,+,-,-,Shareholder Returns
25,ASIANPAINT,2022,+,-,-,Reinvestor
25,ASIANPAINT,2023,+,-,-,Reinvestor
25,ASIANPAINT,2024,+,-,-,Reinvestor
26,COALINDIA,2012,+,-,-,Shareholder Returns
26,COALINDIA,2013,+,-,-,Reinvestor
26,COALINDIA,2014,+,-,-,Shareholder Returns
26,COALINDIA,2015,+,-,-,Reinvestor
26,COALINDIA,2016,+,-,-,Reinvestor
26,COALINDIA,2017,+,-,-,Reinvestor
26,COALINDIA,2018,+,-,-,Reinvestor
26,COALINDIA,2019,+,-,-,Reinvestor
26,COALINDIA,2020,+,-,-,Reinvestor
26,COALINDIA,2021,+,-,-,Reinvestor
26,COALINDIA,2022,+,-,-,Reinvestor
26,COALINDIA,2023,+,-,-,Reinvestor
26,COALINDIA,2024,+,-,-,Reinvestor
27,BAJAJFINSV,2012,+,-,-,Reinvestor
27,BAJAJFINSV,2013,+,-,-,Reinvestor
27,BAJAJFINSV,2014,+,-,-,Reinvestor
27,BAJAJFINSV,2015,+,-,-,Reinvestor
27,BAJAJFINSV,2016,+,-,-,Reinvestor
27,BAJAJFINSV,2017,+,-,-,Reinvestor
27,BAJAJFINSV,2018,+,-,-,Reinvestor
27,BAJAJFINSV,2019,+,-,-,Reinvestor
27,BAJAJFINSV,2020,+,-,-,Reinvestor
27,BAJAJFINSV,2021,+,-,-,Reinvestor
27,BAJAJFINSV,2022,+,-,-,Reinvestor
27,BAJAJFINSV,2023,+,-,-,Reinvestor
27,BAJAJFINSV,2024,+,-,-,Reinvestor
28,M_M,2012,+,-,-,Shareholder Returns
28,M_M,2013,+,-,-,Reinvestor
28,M_M,2014,+,-,-,Reinvestor
28,M_M,2015,+,-,-,Reinvestor
28,M_M,2016,+,-,-,Reinvestor
28,M_M,2017,+,-,-,Reinvestor
28,M_M,2018,+,-,-,Reinvestor
28,M_M,2019,+,-,-,Reinvestor
28,M_M,2020,+,-,-,Reinvestor
28,M_M,2021,+,-,-,Reinvestor
28,M_M,2022,+,-,-,Reinvestor
28,M_M,2023,+,-,-,Reinvestor
28,M_M,2024,+,-,-,Reinvestor
29,JSWSTEEL,2012,+,-,-,Shareholder Returns
29,JSWSTEEL,2013,+,-,-,Reinvestor
29,JSWSTEEL,2014,+,-,-,Reinvestor
29,JSWSTEEL,2015,+,-,-,Reinvestor
29,JSWSTEEL,2016,+,-,-,Reinvestor
29,JSWSTEEL,2017,+,-,-,Reinvestor
29,JSWSTEEL,2018,+,-,-,Reinvestor
29,JSWSTEEL,2019,+,-,-,Reinvestor
29,JSWSTEEL,2020,+,-,-,Reinvestor
29,JSWSTEEL,2021,+,-,-,Reinvestor
29,JSWSTEEL,2022,+,-,-,Reinvestor
29,JSWSTEEL,2023,+,-,-,Reinvestor
29,JSWSTEEL,2024,+,-,-,Reinvestor
30,TATASTEEL,2012,+,-,-,Reinvestor
30,TATASTEEL,2013,+,-,-,Reinvestor
30,TATASTEEL,2014,+,-,-,Reinvestor
30,TATASTEEL,2015,+,-,-,Reinvestor
30,TATASTEEL,2016,+,-,-,Reinvestor
30,TATASTEEL,2017,+,-,-,Reinvestor
30,TATASTEEL,2018,+,-,-,Reinvestor
30,TATASTEEL,2019,+,-,-,Reinvestor
30,TATASTEEL,2020,+,-,-,Reinvestor
30,TATASTEEL,2021,+,-,-,Reinvestor
30,TATASTEEL,2022,+,-,-,Reinvestor
30,TATASTEEL,2023,+,-,-,Reinvestor
30,TATASTEEL,2024,+,-,-,Reinvestor
31,ADANIPORTS,2012,+,-,-,Reinvestor
31,ADANIPORTS,2013,+,-,-,Reinvestor
31,ADANIPORTS,2014,+,-,-,Shareholder Returns
31,ADANIPORTS,2015,+,-,-,Reinvestor
31,ADANIPORTS,2016,+,-,-,Shareholder Returns
31,ADANIPORTS,2017,+,-,-,Reinvestor
31,ADANIPORTS,2018,+,-,-,Reinvestor
31,ADANIPORTS,2019,+,-,-,Reinvestor
31,ADANIPORTS,2020,+,-,-,Reinvestor
31,ADANIPORTS,2021,+,-,-,Reinvestor
31,ADANIPORTS,2022,+,-,-,Reinvestor
31,ADANIPORTS,2023,+,-,-,Reinvestor
31,ADANIPORTS,2024,+,-,-,Reinvestor
32,SIEMENS,2012,+,-,-,Reinvestor
32,SIEMENS,2013,+,-,-,Shareholder Returns
32,SIEMENS,2014,+,-,-,Reinvestor
32,SIEMENS,2015,+,-,-,Reinvestor
32,SIEMENS,2016,+,-,-,Reinvestor
32,SIEMENS,2017,+,-,-,Reinvestor
32,SIEMENS,2018,+,-,-,Reinvestor
32,SIEMENS,2019,+,-,-,Reinvestor
32,SIEMENS,2020,+,-,-,Reinvestor
32,SIEMENS,2021,+,-,-,Reinvestor
32,SIEMENS,2022,+,-,-,Reinvestor
32,SIEMENS,2023,+,-,-,Reinvestor
32,SIEMENS,2024,+,-,-,Reinvestor
33,GRASIM,2012,+,-,-,Reinvestor
33,GRASIM,2013,+,-,-,Reinvestor
33,GRASIM,2014,+,-,-,Reinvestor
33,GRASIM,2015,+,-,-,Reinvestor
33,GRASIM,2016,+,-,-,Shareholder Returns
33,GRASIM,2017,+,-,-,Reinvestor
33,GRASIM,2018,+,-,-,Reinvestor
33,GRASIM,2019,+,-,-,Reinvestor
33,GRASIM,2020,+,-,-,Reinvestor
33,GRASIM,2021,+,-,-,Reinvestor
33,GRASIM,2022,+,-,-,Reinvestor
33,GRASIM,2023,+,-,-,Reinvestor
33,GRASIM,2024,+,-,-,Reinvestor
34,PIDILITIND,2012,+,-,-,Shareholder Returns
34,PIDILITIND,2013,+,-,-,Reinvestor
34,PIDILITIND,2014,+,-,-,Reinvestor
34,PIDILITIND,2015,+,-,-,Reinvestor
34,PIDILITIND,2016,+,-,-,Reinvestor
34,PIDILITIND,2017,+,-,-,Reinvestor
34,PIDILITIND,2018,+,-,-,Reinvestor
34,PIDILITIND,2019,+,-,-,Reinvestor
34,PIDILITIND,2020,+,-,-,Reinvestor
34,PIDILITIND,2021,+,-,-,Reinvestor
34,PIDILITIND,2022,+,-,-,Reinvestor
34,PIDILITIND,2023,+,-,-,Reinvestor
34,PIDILITIND,2024,+,-,-,Reinvestor
35,BEL,2012,+,-,-,Reinvestor
35,BEL,2013,+,-,-,Reinvestor
35,BEL,2014,+,-,-,Shareholder Returns
35,BEL,2015,+,-,-,Reinvestor
35,BEL,2016,+,-,-,Reinvestor
35,BEL,2017,+,-,-,Reinvestor
35,BEL,2018,+,-,-,Reinvestor
35,BEL,2019,+,-,-,Reinvestor
35,BEL,2020,+,-,-,Reinvestor
35,BEL,2021,+,-,-,Reinvestor
35,BEL,2022,+,-,-,Reinvestor
35,BEL,2023,+,-,-,Reinvestor
35,BEL,2024,+,-,-,Reinvestor
36,IOC,2012,+,-,-,Shareholder Returns
36,IOC,2013,+,-,-,Shareholder Returns
36,IOC,2014,+,-,-,Reinvestor
36,IOC,2015,+,-,-,Reinvestor
36,IOC,2016,+,-,-,Reinvestor
36,IOC,2017,+,-,-,Reinvestor
36,IOC,2018,+,-,-,Reinvestor
36,IOC,2019,+,-,-,Reinvestor
36,IOC,2020,+,-,-,Reinvestor
36,IOC,2021,+,-,-,Reinvestor
36,IOC,2022,+,-,-,Reinvestor
36,IOC,2023,+,-,-,Reinvestor
36,IOC,2024,+,-,-,Reinvestor
37,HAL,2012,+,-,-,Reinvestor
37,HAL,2013,+,-,-,Reinvestor
37,HAL,2014,+,-,-,Reinvestor
37,HAL,2015,+,-,-,Reinvestor
37,HAL,2016,+,-,-,Reinvestor
37,HAL,2017,+,-,-,Reinvestor
37,HAL,2018,+,-,-,Reinvestor
37,HAL,2019,+,-,-,Reinvestor
37,HAL,2020,+,-,-,Reinvestor
37,HAL,2021,+,-,-,Reinvestor
37,HAL,2022,+,-,-,Reinvestor
37,HAL,2023,+,-,-,Reinvestor
37,HAL,2024,+,-,-,Reinvestor
38,VBL,2012,+,-,-,Shareholder Returns
38,VBL,2013,+,-,-,Reinvestor
38,VBL,2014,+,-,-,Reinvestor
38,VBL,2015,+,-,-,Reinvestor
38,VBL,2016,+,-,-,Reinvestor
38,VBL,2017,+,-,-,Reinvestor
38,VBL,2018,+,-,-,Reinvestor
38,VBL,2019,+,-,-,Reinvestor
38,VBL,2020,+,-,-,Reinvestor
38,VBL,2021,+,-,-,Reinvestor
38,VBL,2022,+,-,-,Reinvestor
38,VBL,2023,+,-,-,Reinvestor
38,VBL,2024,+,-,-,Reinvestor
39,INDUSINDBK,2012,+,-,-,Shareholder Returns
39,INDUSINDBK,2013,+,-,-,Reinvestor
39,INDUSINDBK,2014,+,-,-,Reinvestor
39,INDUSINDBK,2015,+,-,-,Reinvestor
39,INDUSINDBK,2016,+,-,-,Reinvestor
39,INDUSINDBK,2017,+,-,-,Reinvestor
39,INDUSINDBK,2018,+,-,-,Reinvestor
39,INDUSINDBK,2019,+,-,-,Reinvestor
39,INDUSINDBK,2020,+,-,-,Reinvestor
39,INDUSINDBK,2021,+,-,-,Reinvestor
39,INDUSINDBK,2022,+,-,-,Reinvestor
39,INDUSINDBK,2023,+,-,-,Reinvestor
39,INDUSINDBK,2024,+,-,-,Reinvestor
40,BPCL,2012,+,-,-,Shareholder Returns
40,BPCL,2013,+,-,-,Shareholder Returns
40,BPCL,2014,+,-,-,Reinvestor
40,BPCL,2015,+,-,-,Reinvestor
40,BPCL,2016,+,-,-,Shareholder Returns
40,BPCL,2017,+,-,-,Reinvestor
40,BPCL,2018,+,-,-,Reinvestor
40,BPCL,2019,+,-,-,Reinvestor
40,BPCL,2020,+,-,-,Reinvestor
40,BPCL,2021,+,-,-,Reinvestor
40,BPCL,2022,+,-,-,Reinvestor
40,BPCL,2023,+,-,-,Reinvestor
40,BPCL,2024,+,-,-,Shareholder Returns
41,NESTLEIND,2012,+,-,-,Shareholder Returns
41,NESTLEIND,2013,+,-,-,Shareholder Returns
41,NESTLEIND,2014,+,-,-,Shareholder Returns
41,NESTLEIND,2015,+,-,-,Shareholder Returns
41,NESTLEIND,2016,+,-,-,Reinvestor
41,NESTLEIND,2017,+,-,-,Reinvestor
41,NESTLEIND,2018,+,-,-,Shareholder Returns
41,NESTLEIND,2019,+,-,-,Reinvestor
41,NESTLEIND,2020,+,-,-,Shareholder Returns
41,NESTLEIND,2021,+,-,-,Reinvestor
41,NESTLEIND,2022,+,-,-,Reinvestor
41,NESTLEIND,2023,+,-,-,Reinvestor
41,NESTLEIND,2024,+,-,-,Reinvestor
42,GODREJCP,2012,+,-,-,Reinvestor
42,GODREJCP,2013,+,-,-,Reinvestor
42,GODREJCP,2014,+,-,-,Reinvestor
42,GODREJCP,2015,+,-,-,Reinvestor
42,GODREJCP,2016,+,-,-,Reinvestor
42,GODREJCP,2017,+,-,-,Reinvestor
42,GODREJCP,2018,+,-,-,Reinvestor
42,GODREJCP,2019,+,-,-,Reinvestor
42,GODREJCP,2020,+,-,-,Reinvestor
42,GODREJCP,2021,+,-,-,Reinvestor
42,GODREJCP,2022,+,-,-,Reinvestor
42,GODREJCP,2023,+,-,-,Reinvestor
42,GODREJCP,2024,+,-,-,Reinvestor
43,DLF,2012,+,-,-,Reinvestor
43,DLF,2013,+,-,-,Reinvestor
43,DLF,2014,+,-,-,Reinvestor
43,DLF,2015,+,-,-,Reinvestor
43,DLF,2016,+,-,-,Reinvestor
43,DLF,2017,+,-,-,Reinvestor
43,DLF,2018,+,-,-,Reinvestor
43,DLF,2019,+,-,-,Reinvestor
43,DLF,2020,+,-,-,Reinvestor
43,DLF,2021,+,-,-,Reinvestor
